Mitad_semana,Filas_unicas,
2015-00,0.0,0.0
2015-00.5,2.0,2547.310344827586
2015-01,1.0,4190.35294117647
2015-01.5,2.0,2304.9
2015-02,0.0,923.6285714285714
2015-02.5,0.0,1602.3333333333333
2015-03,0.0,1539.5833333333333
2015-03.5,1.0,1505.375
2015-04,0.0,2182.96875
2015-04.5,2.0,1538.0
2015-05,1.0,917.7608695652174
2015-05.5,1.0,1030.6
2015-06,2.0,2752.3
2015-06.5,0.0,1734.5217391304348
2015-07,0.0,1387.918918918919
2015-07.5,2.0,1746.625
2015-08,0.0,1387.3636363636365
2015-08.5,0.0,647.7777777777778
2015-09,0.0,977.5666666666668
2015-09.5,1.0,853.0
2015-10,1.0,1608.6923076923076
2015-10.5,0.0,1218.75
2015-11,1.0,1221.7
2015-11.5,0.0,1727.3333333333333
2015-12,3.0,1038.8387096774193
2015-12.5,1.0,2022.6153846153843
2015-13,0.0,1421.952380952381
2015-13.5,1.0,1415.7777777777778
2015-14,0.0,2484.185185185185
2015-14.5,0.0,3039.777777777778
2015-15,2.0,2584.923076923077
2015-15.5,1.0,1890.4375
2015-16,0.0,867.8947368421053
2015-16.5,1.0,966.6363636363636
2015-17,0.0,725.1875
2015-17.5,2.0,3413.923076923077
2015-18,1.0,4050.8823529411766
2015-18.5,2.0,1902.555555555556
2015-19,4.0,1167.821428571429
2015-19.5,0.0,1093.2
2015-20,0.0,671.6363636363636
2015-20.5,0.0,1362.9166666666667
2015-21,0.0,1325.2173913043478
2015-21.5,1.0,1670.1333333333334
2015-22,1.0,999.0625
2015-22.5,2.0,335.3076923076923
2015-23,2.0,124.66666666666669
2015-23.5,1.0,0.0
2015-24,1.0,795.3333333333334
2015-24.5,0.0,1494.7272727272727
2015-25,0.0,3653.0
2015-25.5,0.0,2293.428571428572
2015-26,2.0,1198.9666666666667
2015-26.5,1.0,1061.8666666666666
2015-27,0.0,1302.5333333333333
2015-27.5,1.0,1919.0
2015-28,1.0,479.3333333333333
2015-28.5,1.0,1261.2857142857142
2015-29,0.0,1698.5
2015-29.5,1.0,760.5238095238095
2015-30,1.0,405.6
2015-30.5,1.0,254.26666666666668
2015-31,1.0,74.75
2015-31.5,0.0,0.0
2015-32,0.0,782.0
2015-32.5,0.0,986.5
2015-33,1.0,560.7058823529412
2015-33.5,0.0,720.421052631579
2015-34,0.0,415.4230769230769
2015-34.5,0.0,70.0
2015-35,0.0,0.0
2015-35.5,1.0,554.625
2015-36,0.0,1323.5833333333333
2015-36.5,1.0,803.875
2015-37,1.0,334.6666666666667
2015-37.5,0.0,67.66666666666667
2015-38,2.0,0.0
2015-38.5,0.0,808.5
2015-39,0.0,624.5714285714286
2015-39.5,0.0,489.05882352941177
2015-40,0.0,747.4615384615385
2015-40.5,0.0,1552.3157894736842
2015-41,3.0,1399.695652173913
2015-41.5,1.0,869.25
2015-42,2.0,275.1333333333333
2015-42.5,2.0,429.7142857142857
2015-43,0.0,109.0
2015-43.5,2.0,966.3125
2015-44,0.0,1066.92
2015-44.5,2.0,776.1666666666666
2015-45,1.0,842.1052631578947
2015-45.5,1.0,959.25
2015-46,0.0,876.0
2015-46.5,2.0,710.2857142857143
2015-47,2.0,507.6666666666667
2015-47.5,0.0,698.0625
2015-48,0.0,483.6666666666667
2015-48.5,3.0,457.8181818181818
2015-49,1.0,737.4444444444445
2015-49.5,1.0,1751.8
2015-50,3.0,852.3333333333334
2015-50.5,0.0,1782.8333333333333
2015-51,4.0,659.3076923076923
2015-51.5,0.0,689.5238095238095
2015-52,0.0,465.1818181818182
2015-52.5,0.0,496.75
