Mitad_semana,Filas_unicas,
2014-00,2.0,1118.2
2014-00.5,2.0,488.3333333333333
2014-01,1.0,812.875
2014-01.5,1.0,1985.3333333333333
2014-02,1.0,1093.625
2014-02.5,1.0,520.2222222222222
2014-03,4.0,1754.4117647058824
2014-03.5,0.0,3471.5
2014-04,4.0,2086.5
2014-04.5,0.0,530.0
2014-05,0.0,459.6875
2014-05.5,3.0,358.6428571428572
2014-06,4.0,301.40909090909093
2014-06.5,0.0,953.6111111111112
2014-07,1.0,1246.125
2014-07.5,1.0,885.2666666666667
2014-08,4.0,1006.6666666666666
2014-08.5,1.0,985.8
2014-09,0.0,1263.25
2014-09.5,1.0,797.0
2014-10,2.0,746.68
2014-10.5,1.0,556.2
2014-11,4.0,677.25
2014-11.5,1.0,642.7727272727273
2014-12,0.0,486.2903225806452
2014-12.5,1.0,615.6315789473684
2014-13,4.0,557.0
2014-13.5,0.0,528.5882352941177
2014-14,1.0,994.3333333333334
2014-14.5,3.0,827.0833333333334
2014-15,1.0,539.6
2014-15.5,1.0,319.06666666666666
2014-16,2.0,292.6666666666667
2014-16.5,0.0,0.0
2014-17,2.0,1042.2
2014-17.5,0.0,2017.5833333333333
2014-18,3.0,1400.25
2014-18.5,2.0,932.5
2014-19,1.0,737.1739130434783
2014-19.5,1.0,1010.7272727272727
2014-20,2.0,498.1071428571428
2014-20.5,2.0,123.8
2014-21,1.0,2973.0
2014-21.5,1.0,2365.0
2014-22,1.0,728.55
2014-22.5,0.0,1806.5
2014-23,1.0,1269.875
2014-23.5,1.0,776.0
2014-24,2.0,762.1428571428571
2014-24.5,0.0,1884.8823529411768
2014-25,3.0,4509.0
2014-25.5,0.0,2780.4666666666667
2014-26,6.0,1030.6666666666667
2014-26.5,3.0,1193.5238095238096
2014-27,3.0,1217.3684210526317
2014-27.5,0.0,1183.5
2014-28,0.0,840.5833333333334
2014-28.5,0.0,1723.9444444444443
2014-29,1.0,2865.0
2014-29.5,0.0,1879.8125
2014-30,7.0,964.1428571428572
2014-30.5,0.0,119.25
2014-31,1.0,1107.0
2014-31.5,1.0,444.8888888888889
2014-32,1.0,801.3333333333334
2014-32.5,1.0,3411.333333333333
2014-33,4.0,2369.0
2014-33.5,3.0,858.1875
2014-34,1.0,592.5769230769231
2014-34.5,0.0,794.9
2014-35,0.0,1243.2758620689656
2014-35.5,4.0,1120.625
2014-36,1.0,1434.2727272727273
2014-36.5,2.0,1866.888888888889
2014-37,1.0,960.5862068965516
2014-37.5,3.0,949.0
2014-38,3.0,1227.054054054054
2014-38.5,2.0,1435.0689655172414
2014-39,2.0,1363.5471698113208
2014-39.5,1.0,1428.1333333333334
2014-40,1.0,1612.5777777777778
2014-40.5,0.0,3764.5416666666665
2014-41,2.0,3344.0
2014-41.5,1.0,2045.92
2014-42,0.0,1019.4848484848484
2014-42.5,3.0,1408.9166666666667
2014-43,0.0,1380.0238095238096
2014-43.5,1.0,1641.909090909091
2014-44,1.0,2644.612244897959
2014-44.5,0.0,2620.4615384615386
2014-45,2.0,2622.6296296296296
2014-45.5,2.0,1981.3478260869565
2014-46,0.0,2152.361111111112
2014-46.5,1.0,3508.6666666666665
2014-47,2.0,2009.0
2014-47.5,2.0,1236.8823529411766
2014-48,1.0,2059.285714285714
2014-48.5,0.0,2845.730769230769
2014-49,1.0,2418.9411764705883
2014-49.5,3.0,1710.3076923076924
2014-50,0.0,1097.9166666666667
2014-50.5,0.0,1228.7777777777778
2014-51,3.0,1560.0
2014-51.5,0.0,1078.906976744186
2014-52,3.0,2038.3023255813955
2014-52.5,0.0,0.0
