Designation,Strength,dB,Prediction Date,Detection Date
FS-2012-028,505,897.2401559918026,2012-08-30.6,2012-08-29
FS-2012-028,595,1057.1417217274748,2012-08-30.2,2012-08-29
FS-2012-028,743,1320.1539497059243,2012-08-30.6,2012-08-30
FS-2012-028,499,886.5813545668435,2012-08-30.3,2012-08-30
FS-2012-028,58,105.65578917725813,2012-08-31.1,2012-08-31
FS-2012-029,602,1069.5798831675525,2012-09-14.7,2012-09-06
FS-2012-029,793,1409.0233780440865,2012-09-15.3,2012-09-07
FS-2012-029,806,1432.130426419011,2012-09-14.8,2012-09-07
FS-2012-029,939,1668.5545136193564,2012-09-15.4,2012-09-08
FS-2012-029,792,1407.2459293281283,2012-09-14.9,2012-09-08
FS-2012-029,605,1074.9105785186773,2012-09-14.9,2012-09-09
FS-2012-029,860,1528.1176656103698,2012-09-15.5,2012-09-09
FS-2012-029,400,710.7413881186249,2012-09-15.0,2012-09-10
FS-2012-029,652,1158.4288796322764,2012-09-15.5,2012-09-10
FS-2012-029,397,705.4139529121742,2012-09-15.6,2012-09-11
FS-2012-029,267,474.6519990905524,2012-09-14.9,2012-09-11
FS-2012-029,190,338.12735588190094,2012-09-15.3,2012-09-12
FS-2012-029,124,221.36953634490592,2012-09-14.4,2012-09-12
FS-2012-029,90,161.48780594086028,2012-09-14.2,2012-09-13
FS-2012-029,54,98.75861563236064,2012-09-14.8,2012-09-13
FS-2012-029,43,79.9867865193536,2012-09-14.5,2012-09-14
FS-2012-029,119,212.54550556435734,2012-09-14.3,2012-09-14
FS-2012-029,6,37.08564460409508,2012-09-15.0,2012-09-15
FS-2012-030,510,906.1226275068503,2012-09-18.5,2012-09-08
FS-2012-030,506,899.0166404184617,2012-09-18.1,2012-09-08
FS-2012-030,704,1250.840303032773,2012-09-18.1,2012-09-09
FS-2012-030,676,1201.0792960116191,2012-09-18.5,2012-09-09
FS-2012-030,895,1590.3349713068822,2012-09-18.0,2012-09-10
FS-2012-030,1208,2146.8337053082346,2012-09-18.4,2012-09-10
FS-2012-030,1154,2050.8131126285925,2012-09-18.5,2012-09-11
FS-2012-030,827,1469.4580238354074,2012-09-18.1,2012-09-11
FS-2012-030,1119,1988.5798459933885,2012-09-18.5,2012-09-12
FS-2012-030,903,1604.55642218822,2012-09-18.1,2012-09-12
FS-2012-030,1228,2182.3979446081353,2012-09-18.0,2012-09-13
FS-2012-030,1197,2127.2736139506464,2012-09-18.6,2012-09-13
FS-2012-030,1433,2546.9618011446087,2012-09-18.5,2012-09-14
FS-2012-030,1361,2418.9138094173554,2012-09-18.0,2012-09-14
FS-2012-030,1524,2708.8089331399924,2012-09-18.5,2012-09-15
FS-2012-030,1541,2739.0451437881206,2012-09-18.0,2012-09-15
FS-2012-030,1526,2712.366117878835,2012-09-18.5,2012-09-16
FS-2012-030,1425,2532.7339391250325,2012-09-17.9,2012-09-16
FS-2012-030,1227,2180.6197193775224,2012-09-17.8,2012-09-17
FS-2012-030,1394,2477.6016936943197,2012-09-18.4,2012-09-17
FS-2012-030,381,677.0022284687055,2012-09-18.3,2012-09-18
FS-2012-030,939,1668.5545136193564,2012-09-18.5,2012-09-18
FS-2012-030,41,76.61722505430129,2012-09-19.1,2012-09-19
FS-2012-031,449,797.7655723403307,2012-09-18.3,2012-09-14
FS-2012-031,556,987.8468269877397,2012-09-17.8,2012-09-14
FS-2012-031,530,941.6537128022628,2012-09-18.3,2012-09-15
FS-2012-031,769,1366.3652756320744,2012-09-17.7,2012-09-15
FS-2012-031,621,1103.3414952359024,2012-09-18.2,2012-09-16
FS-2012-031,845,1501.4538970874316,2012-09-17.7,2012-09-16
FS-2012-031,858,1524.5624685300074,2012-09-17.7,2012-09-17
FS-2012-031,677,1202.8564350382537,2012-09-18.2,2012-09-17
FS-2012-031,226,401.9331734733857,2012-09-18.2,2012-09-18
FS-2012-031,560,994.9537163127594,2012-09-18.4,2012-09-18
FS-2012-032,512,909.6756504253216,2012-09-25.8,2012-09-15
FS-2012-032,706,1254.3947472329926,2012-09-25.3,2012-09-15
FS-2012-032,948,1684.5544263154761,2012-09-25.8,2012-09-16
FS-2012-032,1057,1878.342736131684,2012-09-25.4,2012-09-16
FS-2012-032,1023,1817.8927871790702,2012-09-25.6,2012-09-17
FS-2012-032,1157,2056.1474782927066,2012-09-26.0,2012-09-17
FS-2012-032,679,1206.410722102097,2012-09-25.6,2012-09-18
FS-2012-032,970,1723.6659610796175,2012-09-26.0,2012-09-18
FS-2012-032,650,1154.874759747436,2012-09-25.6,2012-09-19
FS-2012-032,641,1138.881379840431,2012-09-26.0,2012-09-19
FS-2012-032,778,1382.3618995910433,2012-09-25.9,2012-09-20
FS-2012-032,620,1101.5645366549938,2012-09-26.1,2012-09-20
FS-2012-032,783,1391.248998683962,2012-09-25.8,2012-09-21
FS-2012-032,823,1462.3479278505006,2012-09-26.3,2012-09-21
FS-2012-032,815,1448.1278446413392,2012-09-26.3,2012-09-22
FS-2012-032,439,780.0041924902813,2012-09-26.3,2012-09-22
FS-2012-032,260,462.2336660770986,2012-09-27.0,2012-09-23
FS-2012-032,176,313.3305026078901,2012-09-26.6,2012-09-23
FS-2012-032,34,64.99094390049028,2012-09-26.6,2012-09-24
FS-2012-032,37,69.93663922302287,2012-09-26.1,2012-09-24
FS-2012-033,439,780.0041924902813,2012-09-24.1,2012-09-21
FS-2012-033,1001,1778.7791636766353,2012-09-24.3,2012-09-22
FS-2012-033,1520,2701.6945769347194,2012-09-24.3,2012-09-22
FS-2012-033,1955,3475.4759971307853,2012-09-24.9,2012-09-23
FS-2012-033,1694,3011.18485823687,2012-09-24.5,2012-09-23
FS-2012-033,1740,3093.0092957131355,2012-09-25.0,2012-09-24
FS-2012-033,874,1553.0042823438512,2012-09-24.8,2012-09-24
FS-2012-033,279,495.94290743684815,2012-09-25.3,2012-09-25
FS-2012-033,588,1044.7037419814471,2012-09-25.7,2012-09-25
FS-2012-033,48,88.47654075355649,2012-09-26.1,2012-09-26
FS-2012-034,534,948.7601523001609,2012-10-08.1,2012-09-30
FS-2012-034,587,1042.926902778188,2012-10-08.3,2012-10-01
FS-2012-034,540,959.4199458055472,2012-10-08.7,2012-10-01
FS-2012-034,419,744.4834329109603,2012-10-09.0,2012-10-02
FS-2012-034,397,705.4139529121742,2012-10-08.5,2012-10-02
FS-2012-034,421,748.0353833851859,2012-10-08.5,2012-10-03
FS-2012-034,305,542.082061170074,2012-10-09.0,2012-10-03
FS-2012-034,433,769.3476774816643,2012-10-08.5,2012-10-04
FS-2012-034,372,661.0216195211423,2012-10-09.0,2012-10-04
FS-2012-034,433,769.3476774816643,2012-10-08.5,2012-10-05
FS-2012-034,418,742.7074684961594,2012-10-09.0,2012-10-05
FS-2012-034,481,854.6060669591938,2012-10-08.9,2012-10-06
FS-2012-034,583,1035.8195840203261,2012-10-08.4,2012-10-06
FS-2012-034,677,1202.8564350382537,2012-10-08.4,2012-10-07
FS-2012-034,626,1112.226339734178,2012-10-08.9,2012-10-07
FS-2012-034,736,1307.7127369612215,2012-10-08.9,2012-10-08
FS-2012-034,660,1172.645486130527,2012-10-08.4,2012-10-08
FS-2012-034,296,526.1095572737797,2012-10-09.2,2012-10-09
FS-2012-034,8,34.022121493657664,2012-10-09.0,2012-10-09
FS-2012-035,556,987.8468269877397,2012-10-14.1,2012-10-03
FS-2012-035,982,1744.9998995912788,2012-10-14.2,2012-10-04
FS-2012-035,850,1510.341765965157,2012-10-14.7,2012-10-04
FS-2012-035,1851,3290.463568969323,2012-10-14.3,2012-10-05
FS-2012-035,1304,2317.5470348721105,2012-10-14.7,2012-10-05
FS-2012-035,2489,4425.582354406012,2012-10-14.9,2012-10-06
FS-2012-035,2703,4806.39452269394,2012-10-14.4,2012-10-06
FS-2012-035,2734,4861.5613939228015,2012-10-14.5,2012-10-07
FS-2012-035,2790,4961.219222246201,2012-10-15.0,2012-10-07
FS-2012-035,2504,4452.273790336374,2012-10-15.0,2012-10-08
FS-2012-035,2412,4288.568788227856,2012-10-14.5,2012-10-08
FS-2012-035,2327,4137.324958788569,2012-10-15.0,2012-10-09
FS-2012-035,2391,4251.202180206059,2012-10-14.4,2012-10-09
FS-2012-035,2222,3950.5017142229,2012-10-14.9,2012-10-10
FS-2012-035,2217,3941.605577746835,2012-10-14.4,2012-10-10
FS-2012-035,1915,3404.3162349339495,2012-10-14.8,2012-10-11
FS-2012-035,1765,3137.479962396113,2012-10-14.3,2012-10-11
FS-2012-035,1156,2054.3693549200134,2012-10-14.2,2012-10-12
FS-2012-035,1355,2408.243429366607,2012-10-14.6,2012-10-12
FS-2012-035,713,1266.8353904028497,2012-10-14.2,2012-10-13
FS-2012-035,983,1746.7777395439368,2012-10-14.6,2012-10-13
FS-2012-035,318,565.1555687793328,2012-10-14.4,2012-10-14
FS-2012-035,650,1154.874759747436,2012-10-14.6,2012-10-14
FS-2012-035,90,161.48780594086028,2012-10-15.1,2012-10-15
FS-2012-036,800,1421.465585461524,2012-10-11.5,2012-10-04
FS-2012-036,865,1537.0056955397285,2012-10-11.6,2012-10-05
FS-2012-036,602,1069.5798831675525,2012-10-12.0,2012-10-05
FS-2012-036,493,875.9227363651229,2012-10-12.3,2012-10-06
FS-2012-036,1119,1988.5798459933885,2012-10-11.7,2012-10-06
FS-2012-036,1250,2221.5192485715766,2012-10-11.7,2012-10-07
FS-2012-036,922,1638.3328780593645,2012-10-12.2,2012-10-07
FS-2012-036,897,1593.890321954432,2012-10-12.1,2012-10-08
FS-2012-036,1039,1846.3395802778978,2012-10-11.7,2012-10-08
FS-2012-036,855,1519.2296889470313,2012-10-12.1,2012-10-09
FS-2012-036,886,1574.3359938150768,2012-10-11.6,2012-10-09
FS-2012-036,894,1588.557299014399,2012-10-12.1,2012-10-10
FS-2012-036,849,1508.564187847624,2012-10-11.6,2012-10-10
FS-2012-036,674,1197.5250270035397,2012-10-12.1,2012-10-11
FS-2012-036,645,1145.9895162638436,2012-10-11.5,2012-10-11
FS-2012-036,6,37.08564460409508,2012-10-12.0,2012-10-12
FS-2012-036,210,373.56860275941875,2012-10-12.2,2012-10-12
FS-2012-037,660,1172.645486130527,2012-11-04.2,2012-10-26
FS-2012-037,919,1632.9997062631874,2012-11-04.7,2012-10-27
FS-2012-037,1043,1853.451346050413,2012-11-04.3,2012-10-27
FS-2012-037,933,1657.8879906070304,2012-11-04.4,2012-10-28
FS-2012-037,984,1748.5555812926868,2012-11-04.8,2012-10-28
FS-2012-037,753,1337.9273323981442,2012-11-04.8,2012-10-29
FS-2012-037,792,1407.2459293281283,2012-11-04.4,2012-10-29
FS-2012-037,651,1156.651818091232,2012-11-04.4,2012-10-30
FS-2012-037,595,1057.1417217274748,2012-11-04.8,2012-10-30
FS-2012-037,625,1110.4493639855928,2012-11-04.8,2012-10-31
FS-2012-037,634,1126.4422676146294,2012-11-04.4,2012-10-31
FS-2012-037,502,891.9107326371452,2012-11-04.5,2012-11-01
FS-2012-037,545,968.3032280683084,2012-11-04.9,2012-11-01
FS-2012-037,477,847.5006834399585,2012-11-04.9,2012-11-02
FS-2012-037,585,1039.3732357659158,2012-11-04.3,2012-11-02
FS-2012-037,514,913.2286927355156,2012-11-04.3,2012-11-03
FS-2012-037,594,1055.364856269164,2012-11-04.8,2012-11-03
FS-2012-037,473,840.3953887550445,2012-11-04.8,2012-11-04
FS-2012-037,264,469.3297274048873,2012-11-04.3,2012-11-04
FS-2012-037,49,90.18394276390067,2012-11-05.1,2012-11-05
FS-2012-038,504,895.4636765402231,2012-11-10.5,2012-11-03
FS-2012-038,456,810.1989126773374,2012-11-11.2,2012-11-03
FS-2012-038,656,1165.5371576129799,2012-11-10.7,2012-11-04
FS-2012-038,787,1398.3587215960451,2012-11-10.1,2012-11-04
FS-2012-038,668,1186.862292845985,2012-11-10.6,2012-11-05
FS-2012-038,682,1211.7421751214151,2012-11-10.1,2012-11-05
FS-2012-038,501,890.1342682233953,2012-11-10.2,2012-11-06
FS-2012-038,515,915.005221118399,2012-11-10.6,2012-11-06
FS-2012-038,268,476.4261315429359,2012-11-10.1,2012-11-07
FS-2012-038,311,552.731074238511,2012-11-10.7,2012-11-07
FS-2012-038,118,210.78126843524862,2012-11-09.1,2012-11-08
FS-2012-038,193,343.44235956965935,2012-11-10.3,2012-11-08
FS-2012-038,129,230.19791670453935,2012-11-09.3,2012-11-09
FS-2012-038,101,180.8246604830275,2012-11-09.7,2012-11-09
FS-2012-038,15,37.18599003913429,2012-11-10.1,2012-11-10
FS-2012-039,407,723.1723475991256,2012-11-16.3,2012-11-07
FS-2012-039,521,925.6644915137819,2012-11-16.3,2012-11-08
FS-2012-039,490,870.5934973047375,2012-11-16.8,2012-11-08
FS-2012-039,418,742.7074684961594,2012-11-16.4,2012-11-09
FS-2012-039,484,859.9351620303762,2012-11-16.9,2012-11-09
FS-2012-039,316,561.6056442095089,2012-11-16.9,2012-11-10
FS-2012-039,218,387.74975210618544,2012-11-16.5,2012-11-10
FS-2012-039,38,71.59850815667906,2012-11-16.5,2012-11-11
FS-2012-039,120,214.3099385008435,2012-11-16.9,2012-11-11
FS-2012-040,404,717.8447465865603,2012-11-10.7,2012-11-10
FS-2012-040,246,437.40035697125495,2012-11-10.3,2012-11-10
FS-2012-040,21,44.81032378558534,2012-11-11.0,2012-11-11
FS-2012-041,470,835.0664769275961,2012-12-14.2,2012-12-04
FS-2012-041,533,946.9835356592488,2012-12-14.7,2012-12-05
FS-2012-041,648,1151.3206526830834,2012-12-14.2,2012-12-05
FS-2012-041,623,1106.8954227437507,2012-12-14.2,2012-12-06
FS-2012-041,656,1165.5371576129799,2012-12-14.7,2012-12-06
FS-2012-041,503,893.6872020824014,2012-12-14.7,2012-12-07
FS-2012-041,449,797.7655723403307,2012-12-14.2,2012-12-07
FS-2012-041,307,545.6316737621178,2012-12-14.8,2012-12-08
FS-2012-041,356,632.6135490399333,2012-12-14.3,2012-12-08
FS-2012-041,248,440.9476804651134,2012-12-14.4,2012-12-09
FS-2012-041,269,478.20028460852177,2012-12-14.9,2012-12-09
FS-2012-041,252,448.0426275873681,2012-12-14.9,2012-12-10
FS-2012-041,303,538.5325082600345,2012-12-14.3,2012-12-10
FS-2012-041,289,513.6873935322504,2012-12-14.8,2012-12-11
FS-2012-041,415,737.3796189805344,2012-12-14.3,2012-12-11
FS-2012-041,704,1250.840303032773,2012-12-14.3,2012-12-12
FS-2012-041,567,1007.3909306972515,2012-12-14.8,2012-12-12
FS-2012-041,801,1423.2430531007872,2012-12-14.2,2012-12-13
FS-2012-041,818,1453.4603587657107,2012-12-14.8,2012-12-13
FS-2012-041,469,833.2901843846007,2012-12-14.4,2012-12-14
FS-2012-041,782,1389.4715740021475,2012-12-14.7,2012-12-14
FS-2012-041,144,256.70476588467557,2012-12-15.2,2012-12-15
FS-2012-042,675,1199.3021599977287,2012-12-23.4,2012-12-14
FS-2012-042,657,1167.3142350236433,2012-12-23.9,2012-12-15
FS-2012-042,689,1224.18233586425,2012-12-23.4,2012-12-15
FS-2012-042,475,843.9480249017444,2012-12-23.9,2012-12-16
FS-2012-042,437,776.4519942562243,2012-12-23.5,2012-12-16
FS-2012-042,212,377.11366446915457,2012-12-23.9,2012-12-17
FS-2012-042,312,554.5059602114038,2012-12-23.4,2012-12-17
FS-2012-042,229,407.2524985454293,2012-12-23.8,2012-12-18
FS-2012-042,297,527.8842174279622,2012-12-23.3,2012-12-18
FS-2012-042,232,412.5721033520769,2012-12-23.8,2012-12-19
FS-2012-042,228,405.47935862226444,2012-12-23.3,2012-12-19
FS-2012-042,75,135.21190924995955,2012-12-23.3,2012-12-20
FS-2012-042,68,123.003818616208,2012-12-23.8,2012-12-20
FS-2012-042,57,103.92881190190299,2012-12-23.4,2012-12-21
FS-2012-042,63,114.31370106934986,2012-12-23.9,2012-12-21
FS-2012-042,38,71.59850815667906,2012-12-23.9,2012-12-22
FS-2012-043,489,868.8170947963059,2012-12-18.2,2012-12-16
FS-2012-043,494,877.6991598286767,2012-12-17.7,2012-12-16
FS-2012-043,501,890.1342682233953,2012-12-18.2,2012-12-17
FS-2012-043,425,755.1393699086152,2012-12-17.6,2012-12-17
FS-2012-043,388,689.4320902162069,2012-12-18.3,2012-12-18
FS-2012-043,59,107.38440490994455,2012-12-18.1,2012-12-18
FS-2012-044,455,808.422702771478,2013-01-01.4,2012-12-22
FS-2012-044,475,843.9480249017444,2012-12-31.8,2012-12-22
FS-2012-044,668,1186.862292845985,2012-12-31.8,2012-12-23
FS-2012-044,744,1321.9312763032929,2013-01-01.4,2012-12-23
FS-2012-044,761,1352.146223267185,2013-01-01.0,2012-12-24
FS-2012-044,876,1556.559546878468,2013-01-01.5,2012-12-24
FS-2012-044,745,1323.7086055079271,2013-01-01.6,2012-12-25
FS-2012-044,515,915.005221118399,2013-01-01.1,2012-12-25
FS-2012-044,58,105.65578917725813,2013-01-01.5,2012-12-26
FS-2012-044,414,735.6036838422352,2013-01-01.7,2012-12-26
FS-2012-044,9,33.59241415242629,2013-01-02.3,2012-12-27
FS-2012-045,324,575.8056629242351,2012-12-30.3,2012-12-30
FS-2012-045,405,719.6206058351622,2012-12-30.7,2012-12-30
FS-2012-045,57,103.92881190190299,2012-12-31.1,2012-12-31
FS-2012-046,619,1099.787581534999,2013-01-01.5,2012-12-31
FS-2012-046,488,867.0406975782302,2013-01-01.0,2012-12-31
