Designation,Carrington Longitude,Strength,Detection Date,Prediction Date
FS-2012-032,79.0,706,2012-09-15,2012-09-25.3
FS-2012-032,78.1,948,2012-09-16,2012-09-25.8
FS-2012-032,77.3,1057,2012-09-16,2012-09-25.4
FS-2012-032,75.6,1023,2012-09-17,2012-09-25.6
FS-2012-032,76.6,1157,2012-09-17,2012-09-26.0
FS-2012-032,75.2,679,2012-09-18,2012-09-25.6
FS-2012-032,76.0,970,2012-09-18,2012-09-26.0
FS-2012-032,75.6,650,2012-09-19,2012-09-25.6
FS-2012-032,77.0,641,2012-09-19,2012-09-26.0
FS-2012-032,72.0,778,2012-09-20,2012-09-25.9
FS-2012-032,75.9,620,2012-09-20,2012-09-26.1
FS-2012-032,73.5,783,2012-09-21,2012-09-25.8
FS-2012-032,72.9,823,2012-09-21,2012-09-26.3
FS-2012-032,74.1,815,2012-09-22,2012-09-26.3
FS-2012-032,67.0,439,2012-09-22,2012-09-26.3
FS-2012-032,64.9,260,2012-09-23,2012-09-27.0
FS-2012-032,63.4,176,2012-09-23,2012-09-26.6
FS-2012-032,70.2,34,2012-09-24,2012-09-26.6
FS-2012-032,70.2,37,2012-09-24,2012-09-26.1
FS-2012-033,96.8,439,2012-09-21,2012-09-24.1
FS-2012-033,99.8,1001,2012-09-22,2012-09-24.3
FS-2012-033,93.1,1520,2012-09-22,2012-09-24.3
FS-2012-033,92.0,1955,2012-09-23,2012-09-24.9
FS-2012-033,91.4,1694,2012-09-23,2012-09-24.5
FS-2012-033,90.8,1740,2012-09-24,2012-09-25.0
FS-2012-033,86.4,874,2012-09-24,2012-09-24.8
FS-2012-033,80.1,279,2012-09-25,2012-09-25.3
FS-2012-033,82.0,588,2012-09-25,2012-09-25.7
FS-2012-033,76.7,48,2012-09-26,2012-09-26.1
FS-2012-034,267.0,534,2012-09-30,2012-10-08.1
FS-2012-034,264.5,587,2012-10-01,2012-10-08.3
FS-2012-034,265.5,540,2012-10-01,2012-10-08.7
FS-2012-034,262.0,419,2012-10-02,2012-10-09.0
FS-2012-034,261.6,397,2012-10-02,2012-10-08.5
FS-2012-034,262.0,421,2012-10-03,2012-10-08.5
FS-2012-034,261.6,305,2012-10-03,2012-10-09.0
FS-2012-034,262.3,433,2012-10-04,2012-10-08.5
FS-2012-034,262.1,372,2012-10-04,2012-10-09.0
FS-2012-034,262.8,433,2012-10-05,2012-10-08.5
FS-2012-034,262.7,418,2012-10-05,2012-10-09.0
FS-2012-034,263.5,481,2012-10-06,2012-10-08.9
FS-2012-034,263.8,583,2012-10-06,2012-10-08.4
FS-2012-034,263.9,677,2012-10-07,2012-10-08.4
FS-2012-034,263.8,626,2012-10-07,2012-10-08.9
FS-2012-034,263.4,736,2012-10-08,2012-10-08.9
FS-2012-034,263.6,660,2012-10-08,2012-10-08.4
FS-2012-034,260.0,296,2012-10-09,2012-10-09.2
FS-2012-034,256.0,8,2012-10-09,2012-10-09.0
FS-2012-035,187.8,556,2012-10-03,2012-10-14.1
FS-2012-035,187.0,982,2012-10-04,2012-10-14.2
FS-2012-035,187.0,850,2012-10-04,2012-10-14.7
FS-2012-035,185.1,1851,2012-10-05,2012-10-14.3
FS-2012-035,186.4,1304,2012-10-05,2012-10-14.7
FS-2012-035,184.0,2489,2012-10-06,2012-10-14.9
FS-2012-035,184.1,2703,2012-10-06,2012-10-14.4
FS-2012-035,183.7,2734,2012-10-07,2012-10-14.5
FS-2012-035,183.5,2790,2012-10-07,2012-10-15.0
FS-2012-035,183.1,2504,2012-10-08,2012-10-15.0
FS-2012-035,183.1,2412,2012-10-08,2012-10-14.5
FS-2012-035,183.2,2327,2012-10-09,2012-10-15.0
FS-2012-035,184.4,2391,2012-10-09,2012-10-14.4
FS-2012-035,185.1,2222,2012-10-10,2012-10-14.9
FS-2012-035,185.2,2217,2012-10-10,2012-10-14.4
FS-2012-035,186.3,1915,2012-10-11,2012-10-14.8
FS-2012-035,185.6,1765,2012-10-11,2012-10-14.3
FS-2012-035,187.2,1156,2012-10-12,2012-10-14.2
FS-2012-035,188.4,1355,2012-10-12,2012-10-14.6
FS-2012-035,187.6,713,2012-10-13,2012-10-14.2
FS-2012-035,189.0,983,2012-10-13,2012-10-14.6
FS-2012-035,185.2,318,2012-10-14,2012-10-14.4
FS-2012-035,188.4,650,2012-10-14,2012-10-14.6
FS-2012-035,181.8,90,2012-10-15,2012-10-15.1
FS-2012-036,223.5,800,2012-10-04,2012-10-11.5
FS-2012-036,221.6,865,2012-10-05,2012-10-11.6
FS-2012-036,223.5,602,2012-10-05,2012-10-12.0
FS-2012-036,219.4,493,2012-10-06,2012-10-12.3
FS-2012-036,219.7,1119,2012-10-06,2012-10-11.7
FS-2012-036,220.5,1250,2012-10-07,2012-10-11.7
FS-2012-036,220.1,922,2012-10-07,2012-10-12.2
FS-2012-036,220.9,897,2012-10-08,2012-10-12.1
FS-2012-036,220.9,1039,2012-10-08,2012-10-11.7
FS-2012-036,222.2,855,2012-10-09,2012-10-12.1
FS-2012-036,222.3,886,2012-10-09,2012-10-11.6
FS-2012-036,222.2,894,2012-10-10,2012-10-12.1
FS-2012-036,222.4,849,2012-10-10,2012-10-11.6
FS-2012-036,222.5,674,2012-10-11,2012-10-12.1
FS-2012-036,222.8,645,2012-10-11,2012-10-11.5
FS-2012-036,217.0,6,2012-10-12,2012-10-12.0
FS-2012-036,221.1,210,2012-10-12,2012-10-12.2
FS-2012-037,270.3,660,2012-10-26,2012-11-04.2
FS-2012-037,270.1,919,2012-10-27,2012-11-04.7
FS-2012-037,269.0,1043,2012-10-27,2012-11-04.3
FS-2012-037,268.5,933,2012-10-28,2012-11-04.4
FS-2012-037,269.3,984,2012-10-28,2012-11-04.8
FS-2012-037,268.9,753,2012-10-29,2012-11-04.8
FS-2012-037,267.4,792,2012-10-29,2012-11-04.4
FS-2012-037,267.8,651,2012-10-30,2012-11-04.4
FS-2012-037,268.6,595,2012-10-30,2012-11-04.8
FS-2012-037,269.4,625,2012-10-31,2012-11-04.8
FS-2012-037,267.6,634,2012-10-31,2012-11-04.4
FS-2012-037,267.2,502,2012-11-01,2012-11-04.5
FS-2012-037,268.0,545,2012-11-01,2012-11-04.9
FS-2012-037,268.5,477,2012-11-02,2012-11-04.9
FS-2012-037,269.4,585,2012-11-02,2012-11-04.3
FS-2012-037,270.1,514,2012-11-03,2012-11-04.3
FS-2012-037,269.5,594,2012-11-03,2012-11-04.8
FS-2012-037,270.1,473,2012-11-04,2012-11-04.8
FS-2012-037,269.8,264,2012-11-04,2012-11-04.3
FS-2012-037,266.4,49,2012-11-05,2012-11-05.1
FS-2012-038,193.4,504,2012-11-03,2012-11-10.5
FS-2012-038,191.4,456,2012-11-03,2012-11-11.2
FS-2012-038,196.7,656,2012-11-04,2012-11-10.7
FS-2012-038,198.3,787,2012-11-04,2012-11-10.1
FS-2012-038,197.7,668,2012-11-05,2012-11-10.6
FS-2012-038,198.4,682,2012-11-05,2012-11-10.1
FS-2012-038,196.6,501,2012-11-06,2012-11-10.2
FS-2012-038,197.2,515,2012-11-06,2012-11-10.6
FS-2012-038,197.5,268,2012-11-07,2012-11-10.1
FS-2012-038,195.9,311,2012-11-07,2012-11-10.7
FS-2012-038,208.8,118,2012-11-08,2012-11-09.1
FS-2012-038,200.2,193,2012-11-08,2012-11-10.3
FS-2012-038,206.4,129,2012-11-09,2012-11-09.3
FS-2012-038,208.0,101,2012-11-09,2012-11-09.7
FS-2012-038,202.7,15,2012-11-10,2012-11-10.1
FS-2012-039,111.7,407,2012-11-07,2012-11-16.3
FS-2012-039,111.3,521,2012-11-08,2012-11-16.3
FS-2012-039,111.5,490,2012-11-08,2012-11-16.8
FS-2012-039,110.8,418,2012-11-09,2012-11-16.4
FS-2012-039,111.0,484,2012-11-09,2012-11-16.9
FS-2012-039,110.6,316,2012-11-10,2012-11-16.9
FS-2012-039,109.9,218,2012-11-10,2012-11-16.5
FS-2012-039,109.5,38,2012-11-11,2012-11-16.5
FS-2012-039,111.5,120,2012-11-11,2012-11-16.9
FS-2012-040,192.7,404,2012-11-10,2012-11-10.7
FS-2012-040,191.3,246,2012-11-10,2012-11-10.3
FS-2012-040,187.7,21,2012-11-11,2012-11-11.0
FS-2012-041,104.1,470,2012-12-04,2012-12-14.2
FS-2012-041,103.8,533,2012-12-05,2012-12-14.7
FS-2012-041,103.5,648,2012-12-05,2012-12-14.2
FS-2012-041,103.5,623,2012-12-06,2012-12-14.2
FS-2012-041,103.3,656,2012-12-06,2012-12-14.7
FS-2012-041,103.5,503,2012-12-07,2012-12-14.7
FS-2012-041,103.7,449,2012-12-07,2012-12-14.2
FS-2012-041,103.4,307,2012-12-08,2012-12-14.8
FS-2012-041,102.5,356,2012-12-08,2012-12-14.3
FS-2012-041,101.6,248,2012-12-09,2012-12-14.4
FS-2012-041,101.4,269,2012-12-09,2012-12-14.9
FS-2012-041,102.3,252,2012-12-10,2012-12-14.9
FS-2012-041,103.5,303,2012-12-10,2012-12-14.3
FS-2012-041,103.5,289,2012-12-11,2012-12-14.8
FS-2012-041,102.9,415,2012-12-11,2012-12-14.3
FS-2012-041,103.1,704,2012-12-12,2012-12-14.3
FS-2012-041,103.4,567,2012-12-12,2012-12-14.8
FS-2012-041,104.0,801,2012-12-13,2012-12-14.2
FS-2012-041,103.5,818,2012-12-13,2012-12-14.8
FS-2012-041,102.1,469,2012-12-14,2012-12-14.4
FS-2012-041,104.5,782,2012-12-14,2012-12-14.7
FS-2012-041,98.2,144,2012-12-15,2012-12-15.2
FS-2012-042,342.8,675,2012-12-14,2012-12-23.4
FS-2012-042,343.3,657,2012-12-15,2012-12-23.9
FS-2012-042,342.9,689,2012-12-15,2012-12-23.4
FS-2012-042,342.8,475,2012-12-16,2012-12-23.9
FS-2012-042,342.3,437,2012-12-16,2012-12-23.5
FS-2012-042,342.8,212,2012-12-17,2012-12-23.9
FS-2012-042,343.4,312,2012-12-17,2012-12-23.4
FS-2012-042,344.9,229,2012-12-18,2012-12-23.8
FS-2012-042,344.5,297,2012-12-18,2012-12-23.3
FS-2012-042,344.5,232,2012-12-19,2012-12-23.8
FS-2012-042,344.5,228,2012-12-19,2012-12-23.3
FS-2012-042,345.0,75,2012-12-20,2012-12-23.3
FS-2012-042,344.9,68,2012-12-20,2012-12-23.8
FS-2012-042,343.8,57,2012-12-21,2012-12-23.4
FS-2012-042,343.8,63,2012-12-21,2012-12-23.9
FS-2012-042,343.6,38,2012-12-22,2012-12-23.9
FS-2012-043,58.5,489,2012-12-16,2012-12-18.2
FS-2012-043,59.3,494,2012-12-16,2012-12-17.7
FS-2012-043,58.9,501,2012-12-17,2012-12-18.2
FS-2012-043,59.6,425,2012-12-17,2012-12-17.6
FS-2012-043,57.6,388,2012-12-18,2012-12-18.3
FS-2012-043,54.2,59,2012-12-18,2012-12-18.1
FS-2012-044,232.5,455,2012-12-22,2013-01-01.4
FS-2012-044,233.7,475,2012-12-22,2012-12-31.8
FS-2012-044,233.0,668,2012-12-23,2012-12-31.8
FS-2012-044,232.4,744,2012-12-23,2013-01-01.4
FS-2012-044,231.2,761,2012-12-24,2013-01-01.0
FS-2012-044,231.0,876,2012-12-24,2013-01-01.5
FS-2012-044,230.0,745,2012-12-25,2013-01-01.6
FS-2012-044,229.7,515,2012-12-25,2013-01-01.1
FS-2012-044,225.8,58,2012-12-26,2013-01-01.5
FS-2012-044,228.6,414,2012-12-26,2013-01-01.7
FS-2012-044,221.7,9,2012-12-27,2013-01-02.3
FS-2012-045,251.1,324,2012-12-30,2012-12-30.3
FS-2012-045,252.8,405,2012-12-30,2012-12-30.7
FS-2012-045,247.0,57,2012-12-31,2012-12-31.1
FS-2012-046,231.8,619,2012-12-31,2013-01-01.5
FS-2012-046,231.6,488,2012-12-31,2013-01-01.0
