ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11528,227.0,30.0,Cso,2.0,2,Beta,17.0,28.0
I,11529,222.0,60.0,Hsx,2.0,2,Alpha,-11.0,23.0
I,11530,212.0,150.0,Hsx,3.0,1,Alpha,-18.0,13.0
I,11532,184.0,350.0,Dkc,7.0,14,Beta,-19.0,-14.0
I,11533,220.0,10.0,Bxo,9.0,3,Beta,-28.0,21.0
I,11535,135.0,110.0,Dai,10.0,7,Beta,18.0,-64.0
I,11536,173.0,100.0,Dao,10.0,7,Beta,-23.0,-26.0
IA,11526,272.0,,,,,,-17.0,73.0
IA,11527,230.0,,,,,,27.0,31.0
IA,11534,172.0,,,,,,17.0,-27.0
