ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11459,94.0,400.0,Dai,10.0,40,Beta,-16.0,-1.0
I,11460,109.0,450.0,Dkc,9.0,19,Beta,15.0,15.0
I,11461,70.0,10.0,Bxo,1.0,2,Beta,12.0,-24.0
I,11462,141.0,410.0,Dho,9.0,14,Beta,-25.0,46.0
I,11463,160.0,100.0,Cso,7.0,9,Beta,-26.0,65.0
I,11464,108.0,10.0,Bxo,3.0,2,Beta,23.0,13.0
I,11465,54.0,210.0,Dao,5.0,6,Beta,-17.0,-39.0
IA,11454,165.0,,,,,,-12.0,70.0
IA,11457,148.0,,,,,,20.0,53.0
IA,11458,114.0,,,,,,6.0,19.0
