ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11492,280.0,10.0,Axx,0.0,1,Alpha,-18.0,73.0
I,11493,212.0,170.0,Esi,12.0,12,Beta-Gamma,12.0,5.0
I,11494,201.0,160.0,Cso,5.0,9,Beta,-17.0,-6.0
I,11496,202.0,30.0,Cso,2.0,2,Beta,16.0,-5.0
I,11497,225.0,170.0,Dao,8.0,8,Beta,-21.0,18.0
I,11498,191.0,70.0,Dao,7.0,8,Beta,7.0,-16.0
I,11499,189.0,30.0,Ero,13.0,10,Beta,15.0,-18.0
I,11500,256.0,20.0,Hsx,1.0,1,Alpha,9.0,49.0
I,11502,180.0,0.0,Axx,1.0,1,Alpha,-17.0,-27.0
I,11503,245.0,10.0,Bxo,3.0,2,Beta,11.0,38.0
IA,11495,253.0,,,,,,-15.0,46.0
IA,11501,207.0,,,,,,7.0,0.0
