ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11553,177.0,90.0,Dso,3.0,3,Beta,-21.0,82.0
I,11558,118.0,10.0,Axx,2.0,3,Alpha,13.0,23.0
I,11560,128.0,350.0,Eki,13.0,23,Beta-Gamma-Delta,3.0,33.0
I,11561,135.0,10.0,Hrx,1.0,3,Alpha,-10.0,40.0
I,11562,103.0,10.0,Bxi,3.0,3,Beta,-19.0,7.0
I,11563,80.0,70.0,Dro,8.0,5,Beta,-26.0,-15.0
I,11564,69.0,220.0,Esi,12.0,19,Beta-Gamma,-16.0,-26.0
I,11565,74.0,40.0,Dao,7.0,6,Beta,11.0,-21.0
I,11566,20.0,60.0,Hax,1.0,1,Alpha,24.0,-76.0
IA,11555,150.0,,,,,,8.0,54.0
IA,11557,156.0,,,,,,17.0,60.0
IA,11559,113.0,,,,,,17.0,18.0
