ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11586,302.0,50.0,Hsx,5.0,1,Alpha,-13.0,80.0
I,11589,267.0,20.0,Bxi,7.0,13,Beta,12.0,45.0
I,11590,251.0,10.0,Bxo,2.0,2,Beta,-30.0,29.0
I,11591,230.0,170.0,Hsx,2.0,1,Alpha,8.0,8.0
I,11593,186.0,30.0,Hax,1.0,3,Alpha,18.0,-36.0
I,11594,199.0,40.0,Cro,7.0,4,Beta,-27.0,-23.0
I,11596,149.0,300.0,Eao,16.0,4,Beta,11.0,-73.0
I,11597,252.0,20.0,Dro,4.0,4,Beta,-21.0,30.0
IA,11592,256.0,,,,,,24.0,34.0
IA,11595,277.0,,,,,,-14.0,55.0
