ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11553,182.0,180.0,Dao,5.0,9,Beta,-21.0,47.0
I,11554,214.0,160.0,Dao,7.0,9,Beta,15.0,79.0
I,11555,147.0,30.0,Cso,6.0,4,Beta,8.0,12.0
I,11559,111.0,10.0,Axx,2.0,1,Alpha,17.0,-24.0
I,11560,125.0,180.0,Dai,6.0,15,Beta-Gamma,4.0,-9.0
I,11561,132.0,40.0,Dso,6.0,7,Beta,-11.0,-3.0
I,11562,95.0,30.0,Cri,5.0,2,Beta,-15.0,-40.0
I,11563,77.0,40.0,Dso,8.0,4,Beta,-24.0,-58.0
I,11564,65.0,60.0,Dao,5.0,3,Beta,-13.0,-70.0
IA,11552,213.0,,,,,,-17.0,77.0
IA,11557,154.0,,,,,,17.0,18.0
IA,11558,112.0,,,,,,13.0,-24.0
