ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11609,264.0,10.0,Hrx,1.0,1,Alpha,-15.0,-1.0
I,11610,263.0,150.0,Dai,9.0,18,Beta,-25.0,-2.0
I,11611,238.0,210.0,Dso,10.0,9,Beta-Gamma,12.0,-27.0
I,11612,229.0,60.0,Hsx,2.0,1,Alpha,5.0,-36.0
I,11613,207.0,70.0,Hsx,2.0,1,Alpha,-21.0,-57.0
I,11614,193.0,110.0,Dso,8.0,3,Beta,15.0,-72.0
I,11615,205.0,10.0,Bxo,5.0,3,Beta,9.0,-61.0
IA,11604,335.0,,,,,,7.0,69.0
IA,11605,340.0,,,,,,18.0,74.0
IA,11606,318.0,,,,,,-15.0,52.0
IA,11608,283.0,,,,,,-20.0,17.0
