ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11526,267.0,20.0,Cro,4.0,3,Beta,-17.0,28.0
I,11528,226.0,30.0,Hsx,2.0,2,Alpha,17.0,-11.0
I,11529,223.0,80.0,Hsx,2.0,2,Alpha,-11.0,-16.0
I,11530,209.0,130.0,Cso,4.0,3,Beta,-19.0,-28.0
I,11531,312.0,10.0,Bxo,2.0,3,Beta,15.0,73.0
I,11532,186.0,60.0,Cso,2.0,3,Beta,-20.0,-53.0
I,11533,220.0,40.0,Cao,6.0,5,Beta,-28.0,-18.0
IA,11524,324.0,,,,,,-17.0,85.0
IA,11525,325.0,,,,,,-21.0,86.0
IA,11527,228.0,,,,,,27.0,-11.0
