ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11459,94.0,330.0,Eki,12.0,25,Beta,-16.0,52.0
I,11460,107.0,180.0,Dso,10.0,10,Beta,16.0,65.0
I,11462,139.0,300.0,Dho,9.0,4,Beta,-25.0,95.0
I,11465,53.0,280.0,Dko,7.0,20,Beta-Gamma-Delta,-19.0,12.0
I,11466,40.0,190.0,Dso,8.0,8,Beta,12.0,-1.0
I,11467,330.0,10.0,Hsx,1.0,2,Alpha,14.0,-72.0
I,11468,29.0,20.0,Dao,5.0,10,Beta,9.0,-12.0
I,11469,334.0,30.0,Cao,2.0,10,Beta,-21.0,-68.0
IA,11458,121.0,,,,,,6.0,79.0
IA,11461,75.0,,,,,,10.0,33.0
IA,11464,111.0,,,,,,23.0,69.0
