ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11396,287.0,30.0,Dro,4.0,17,Beta,24.0,33.0
I,11398,318.0,10.0,Bxo,1.0,3,Beta,11.0,64.0
I,11399,225.0,20.0,Hrx,2.0,1,Alpha,-23.0,-29.0
I,11401,216.0,480.0,Ekc,13.0,18,Beta-Gamma,18.0,-38.0
I,11402,214.0,630.0,Eko,11.0,7,Beta-Gamma,28.0,-40.0
I,11403,252.0,10.0,Bxo,3.0,5,Beta,-19.0,-2.0
I,11404,296.0,10.0,Bxo,3.0,3,Beta,11.0,42.0
I,11405,203.0,50.0,Hsx,1.0,1,Alpha,13.0,-51.0
I,11406,309.0,30.0,Dro,4.0,7,Beta,-23.0,55.0
IA,11395,312.0,,,,,,20.0,58.0
IA,11397,280.0,,,,,,-20.0,26.0
IA,11400,299.0,,,,,,-13.0,45.0
