ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13238,259.0,80.0,Hsx,3.0,1,Alpha,11.0,30.0
I,13239,241.0,120.0,Hsx,3.0,1,Alpha,31.0,12.0
I,13240,242.0,10.0,Cro,9.0,6,Beta,-16.0,13.0
I,13241,224.0,50.0,Hsx,1.0,1,Alpha,27.0,-5.0
I,13242,217.0,240.0,Esc,13.0,23,Beta,10.0,-12.0
I,13243,307.0,110.0,Dao,8.0,8,Beta,18.0,78.0
I,13244,289.0,30.0,Cro,6.0,5,Beta,-22.0,60.0
I,13245,196.0,250.0,Dko,4.0,9,Beta-Gamma,-23.0,-33.0
I,13246,173.0,80.0,Cao,4.0,4,Beta,23.0,-56.0
I,13247,161.0,50.0,Dao,2.0,2,Beta,-23.0,-68.0
I,13248,276.0,0.0,Cro,4.0,3,Beta,17.0,47.0
