ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13376,234.0,120.0,Dao,6.0,7,Beta,23.0,82.0
I,13377,201.0,230.0,Dao,4.0,3,Beta,-9.0,49.0
I,13378,236.0,50.0,Hax,1.0,1,Alpha,-28.0,84.0
I,13379,176.0,255.0,Cko,6.0,8,Beta,14.0,24.0
I,13380,127.0,110.0,Cso,6.0,10,Beta,-11.0,-25.0
I,13382,171.0,20.0,Hrx,2.0,1,Alpha,18.0,19.0
I,13383,161.0,10.0,Axx,3.0,1,Alpha,14.0,9.0
I,13384,112.0,10.0,Bxo,6.0,4,Beta,-14.0,-40.0
I,13385,168.0,40.0,Cao,4.0,5,Beta,-16.0,16.0
I,13386,92.0,110.0,Dao,4.0,7,Beta,11.0,-60.0
IA,13381,237.0,,,,,,-18.0,85.0
