ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13190,124.0,680.0,Dkc,8.0,3,Beta-Gamma,-14.0,89.0
I,13192,121.0,70.0,Cao,6.0,3,Beta,15.0,84.0
I,13196,77.0,60.0,Cso,8.0,8,Beta,19.0,41.0
I,13197,94.0,30.0,Cro,5.0,3,Beta,20.0,32.0
I,13198,59.0,70.0,Hsx,1.0,1,Alpha,25.0,24.0
I,13199,43.0,40.0,Cao,7.0,6,Beta,18.0,8.0
I,13200,13.0,50.0,Cao,8.0,7,Beta,21.0,-22.0
I,13201,351.0,70.0,Hsx,1.0,1,Alpha,24.0,-44.0
I,13202,79.0,10.0,Cao,8.0,5,Beta,13.0,47.0
I,13203,4.0,10.0,Bxo,8.0,3,Beta,16.0,-32.0
