ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13337,266.0,10.0,Axx,1.0,1,Alpha,15.0,90.0
I,13339,241.0,60.0,Cso,6.0,3,Beta,-20.0,65.0
I,13340,234.0,260.0,Eki,12.0,17,Beta-Gamma,23.0,58.0
I,13341,209.0,50.0,Cao,6.0,2,Beta,-15.0,33.0
I,13345,213.0,10.0,Hrx,1.0,1,Alpha,9.0,37.0
I,13348,182.0,10.0,Bxo,5.0,5,Beta,-33.0,6.0
I,13351,171.0,10.0,Bxo,4.0,2,Beta,20.0,-5.0
I,13354,165.0,450.0,Dki,9.0,19,Beta-Gamma,15.0,-11.0
I,13355,120.0,40.0,Hax,1.0,1,Alpha,-16.0,-56.0
IA,13346,237.0,,,,,,8.0,61.0
IA,13347,254.0,,,,,,-19.0,78.0
IA,13349,193.0,,,,,,8.0,17.0
IA,13350,193.0,,,,,,-11.0,17.0
IA,13353,230.0,,,,,,-18.0,54.0
