ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13372,270.0,120.0,Hsx,2.0,1,Alpha,24.0,91.0
I,13373,250.0,240.0,Eao,11.0,13,Beta-Gamma,8.0,71.0
I,13376,232.0,70.0,Dao,4.0,4,Beta,23.0,53.0
I,13377,199.0,260.0,Dho,8.0,5,Beta,-9.0,21.0
I,13378,235.0,30.0,Hax,2.0,1,Alpha,-26.0,56.0
I,13379,174.0,280.0,Dko,10.0,5,Beta,14.0,-5.0
I,13380,125.0,120.0,Cao,6.0,6,Beta,-11.0,-54.0
I,13381,236.0,10.0,Bxo,3.0,4,Beta,-18.0,57.0
I,13382,169.0,10.0,Hsx,2.0,1,Alpha,19.0,-10.0
I,13383,159.0,5.0,Axx,1.0,1,Alpha,14.0,-20.0
IA,13374,246.0,,,,,,-8.0,67.0
