ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13293,152.0,10.0,Axx,1.0,1,Alpha,10.0,87.0
I,13294,125.0,100.0,Cso,3.0,3,Beta,-7.0,60.0
I,13296,141.0,210.0,Eac,11.0,12,Beta-Gamma,15.0,76.0
I,13297,121.0,260.0,Cko,6.0,8,Beta,9.0,56.0
I,13300,105.0,10.0,Axx,2.0,2,Alpha,9.0,40.0
I,13301,38.0,120.0,Hax,3.0,3,Alpha,14.0,-27.0
I,13302,33.0,70.0,Cao,5.0,5,Beta,19.0,-32.0
I,13304,57.0,10.0,Bxo,8.0,7,Beta,22.0,-8.0
I,13305,27.0,30.0,Cao,7.0,3,Beta,10.0,-38.0
IA,13298,142.0,,,,,,-16.0,77.0
IA,13299,105.0,,,,,,-8.0,40.0
IA,13303,51.0,,,,,,-10.0,-14.0
