ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13354,168.0,1150.0,Fkc,18.0,22,Beta-Gamma-Delta,16.0,58.0
I,13355,116.0,10.0,Axx,2.0,1,Alpha,-16.0,6.0
I,13356,101.0,10.0,Bxo,3.0,3,Beta,-7.0,-9.0
I,13357,92.0,30.0,Dao,3.0,6,Beta,-7.0,-18.0
I,13358,66.0,70.0,Dai,6.0,15,Beta,-12.0,-43.0
I,13359,68.0,60.0,Dai,7.0,7,Beta,-22.0,-41.0
I,13360,66.0,20.0,Hsx,2.0,2,Alpha,23.0,-44.0
IA,13348,185.0,,,,,,-33.0,75.0
IA,13349,197.0,,,,,,8.0,87.0
IA,13350,197.0,,,,,,-11.0,87.0
IA,13351,174.0,,,,,,21.0,64.0
