ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13272,102.0,150.0,Eai,15.0,22,Beta,-22.0,14.0
I,13273,117.0,70.0,Cso,2.0,3,Beta,9.0,29.0
I,13275,66.0,50.0,Hsx,1.0,1,Alpha,19.0,-22.0
I,13276,54.0,20.0,Hsx,1.0,1,Alpha,-22.0,-34.0
I,13278,134.0,10.0,Axx,1.0,1,Alpha,12.0,46.0
I,13279,37.0,230.0,Dai,12.0,15,Beta,-20.0,-51.0
I,13280,115.0,60.0,Dao,7.0,8,Beta,-9.0,27.0
I,13281,17.0,220.0,Dao,9.0,3,Beta,-23.0,-71.0
IA,13274,135.0,,,,,,-7.0,47.0
IA,13277,94.0,,,,,,10.0,6.0
