ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13326,68.0,50.0,Hsx,2.0,1,Alpha,25.0,80.0
I,13329,53.0,50.0,Cao,2.0,2,Beta,23.0,66.0
I,13331,15.0,90.0,Cao,5.0,6,Beta,-23.0,28.0
I,13333,311.0,140.0,Dai,7.0,16,Beta,-11.0,-36.0
I,13334,291.0,60.0,Hax,1.0,2,Alpha,17.0,-56.0
I,13335,284.0,140.0,Dao,2.0,5,Beta,-15.0,-63.0
I,13336,281.0,160.0,Cso,6.0,5,Beta,-20.0,-66.0
IA,13327,52.0,,,,,,-17.0,65.0
IA,13330,74.0,,,,,,18.0,87.0
IA,13332,6.0,,,,,,-10.0,17.0
