ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13285,274.0,30.0,Hsx,2.0,2,Alpha,-17.0,91.0
I,13288,266.0,120.0,Eso,15.0,6,Beta,-22.0,82.0
I,13289,211.0,30.0,Cro,5.0,7,Beta,20.0,28.0
I,13293,149.0,290.0,Dhc,9.0,12,Beta-Delta,13.0,-35.0
I,13294,125.0,120.0,Hsx,2.0,1,Alpha,-8.0,-59.0
I,13295,218.0,10.0,Bxo,3.0,3,Beta,15.0,34.0
I,13296,135.0,170.0,Dai,4.0,12,Beta,16.0,-49.0
I,13297,120.0,400.0,Dki,10.0,20,Beta,8.0,-64.0
IA,13286,268.0,,,,,,-11.0,84.0
IA,13287,247.0,,,,,,-25.0,63.0
IA,13291,273.0,,,,,,7.0,89.0
IA,13292,210.0,,,,,,14.0,26.0
