ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13285,271.0,80.0,Hsx,3.0,2,Alpha,-17.0,75.0
I,13288,268.0,300.0,Ehi,15.0,8,Beta-Delta,-23.0,68.0
I,13289,214.0,150.0,Dsi,6.0,14,Beta,20.0,14.0
I,13291,271.0,10.0,Axx,1.0,2,Alpha,7.0,74.0
I,13293,149.0,250.0,Dhi,10.0,9,Beta-Delta,13.0,-51.0
I,13294,127.0,100.0,Hsx,2.0,1,Alpha,-8.0,-73.0
I,13295,221.0,10.0,Axx,1.0,2,Alpha,15.0,21.0
I,13296,133.0,30.0,Cso,3.0,5,Beta,15.0,-64.0
I,13297,124.0,180.0,Hax,3.0,1,Alpha,8.0,-76.0
IA,13286,267.0,,,,,,-11.0,70.0
IA,13287,246.0,,,,,,-25.0,49.0
IA,13292,209.0,,,,,,14.0,12.0
