ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13272,103.0,60.0,Cao,12.0,12,Beta,-23.0,29.0
I,13273,117.0,30.0,Hsx,1.0,1,Alpha,9.0,43.0
I,13275,66.0,30.0,Hax,1.0,1,Alpha,19.0,-8.0
I,13276,53.0,10.0,Axx,1.0,1,Alpha,-22.0,-21.0
I,13279,36.0,180.0,Eai,12.0,22,Beta,-21.0,-38.0
I,13280,115.0,180.0,Dai,8.0,20,Beta-Gamma,-9.0,41.0
I,13281,19.0,350.0,Dko,10.0,8,Beta,-24.0,-55.0
I,13282,22.0,280.0,Dko,8.0,8,Beta,11.0,-52.0
IA,13274,135.0,,,,,,-7.0,60.0
IA,13277,94.0,,,,,,10.0,19.0
IA,13278,134.0,,,,,,12.0,59.0
