ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13184,182.0,20.0,Hsx,2.0,1,Alpha,-12.0,93.0
I,13186,170.0,60.0,Hsx,2.0,1,Alpha,24.0,81.0
I,13190,120.0,680.0,Eki,13.0,17,Beta-Gamma-Delta,-15.0,31.0
I,13191,133.0,140.0,Dao,7.0,6,Beta,12.0,44.0
I,13192,118.0,270.0,Fki,18.0,29,Beta-Gamma,16.0,29.0
I,13194,133.0,80.0,Cao,6.0,15,Beta,-25.0,44.0
I,13196,87.0,10.0,Axx,1.0,1,Alpha,12.0,-2.0
I,13197,71.0,10.0,Cro,4.0,8,Beta,24.0,-18.0
I,13198,58.0,30.0,Cso,5.0,6,Beta,27.0,-31.0
I,13199,42.0,90.0,Dai,5.0,10,Beta,15.0,-47.0
IA,13188,139.0,,,,,,-23.0,51.0
IA,13195,139.0,,,,,,21.0,50.0
