ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13358,66.0,10.0,Bxo,5.0,7,Beta,-13.0,23.0
I,13359,71.0,210.0,Dao,8.0,11,Beta,-22.0,27.0
I,13360,65.0,20.0,Cro,2.0,4,Alpha,23.0,21.0
I,13361,42.0,240.0,Eac,12.0,17,Beta-Delta,24.0,-2.0
I,13362,11.0,50.0,Hsx,2.0,1,Alpha,-9.0,-33.0
I,13363,348.0,320.0,Hkx,5.0,2,Alpha,-21.0,-56.0
I,13364,1.0,20.0,Cro,3.0,3,Beta,24.0,-43.0
I,13365,65.0,20.0,Bxo,3.0,2,Beta,-36.0,21.0
I,13366,52.0,20.0,Dri,3.0,10,Beta,-11.0,9.0
IA,13355,114.0,,,,,,-15.0,70.0
IA,13356,109.0,,,,,,-7.0,65.0
IA,13357,92.0,,,,,,-7.0,48.0
