ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13217,138.0,130.0,Hsx,2.0,2,Alpha,-12.0,85.0
I,13220,122.0,120.0,Hsx,2.0,1,Alpha,-13.0,69.0
I,13226,114.0,280.0,Cko,10.0,8,Beta,10.0,60.0
I,13229,34.0,310.0,Ekc,12.0,16,Beta-Delta,26.0,-19.0
I,13230,9.0,110.0,Hsx,2.0,3,Alpha,-23.0,-44.0
I,13231,105.0,50.0,Dso,6.0,8,Beta,21.0,52.0
I,13232,131.0,10.0,Hrx,1.0,1,Alpha,10.0,79.0
I,13233,53.0,10.0,Axx,1.0,1,Alpha,14.0,1.0
I,13234,337.0,80.0,Dai,10.0,5,Beta,24.0,-76.0
IA,13221,128.0,,,,,,19.0,75.0
IA,13224,129.0,,,,,,22.0,76.0
IA,13227,113.0,,,,,,-3.0,60.0
IA,13228,137.0,,,,,,-24.0,84.0
