ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13377,200.0,200.0,Dso,3.0,2,Beta,-8.0,74.0
I,13379,176.0,180.0,Hsx,3.0,1,Alpha,14.0,50.0
I,13380,125.0,200.0,Cai,8.0,14,Beta,-10.0,-1.0
I,13384,109.0,10.0,Axx,3.0,3,Alpha,-16.0,-17.0
I,13385,176.0,20.0,Hrx,1.0,1,Alpha,-15.0,50.0
I,13386,92.0,360.0,Dki,8.0,18,Beta,12.0,-34.0
I,13387,72.0,120.0,Cao,3.0,4,Beta,20.0,-54.0
I,13388,77.0,60.0,Cso,8.0,3,Beta,-23.0,-49.0
I,13389,66.0,40.0,Hsx,2.0,1,Alpha,-9.0,-60.0
I,13390,56.0,20.0,Hrx,2.0,1,Alpha,-18.0,-70.0
IA,13382,172.0,,,,,,19.0,46.0
IA,13383,162.0,,,,,,15.0,36.0
