ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13339,239.0,30.0,Hax,1.0,1,Alpha,-19.0,91.0
I,13340,236.0,80.0,Eai,11.0,7,Beta-Gamma,23.0,86.0
I,13341,211.0,20.0,Hax,2.0,2,Alpha,-15.0,61.0
I,13345,214.0,10.0,Axx,1.0,1,Alpha,9.0,64.0
I,13354,166.0,890.0,Ekc,13.0,40,Beta-Gamma-Delta,15.0,16.0
I,13355,122.0,30.0,Hax,1.0,1,Alpha,-16.0,-28.0
IA,13346,239.0,,,,,,8.0,89.0
IA,13348,183.0,,,,,,-33.0,33.0
IA,13349,195.0,,,,,,8.0,45.0
IA,13350,195.0,,,,,,-11.0,45.0
IA,13351,172.0,,,,,,21.0,22.0
IA,13353,232.0,,,,,,-18.0,82.0
