ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13289,212.0,10.0,Bxo,4.0,4,Beta,20.0,41.0
I,13293,150.0,240.0,Dac,10.0,14,Beta-Delta,13.0,-21.0
I,13294,127.0,120.0,Hsx,2.0,1,Alpha,-8.0,-44.0
I,13295,216.0,10.0,Bxo,4.0,3,Beta,16.0,47.0
I,13296,135.0,300.0,Dki,5.0,11,Beta,16.0,-34.0
I,13297,119.0,500.0,Eki,11.0,18,Beta,8.0,-50.0
I,13298,137.0,10.0,Bxo,3.0,2,Beta,-16.0,-32.0
I,13299,101.0,30.0,Dao,4.0,6,Beta,-6.0,-69.0
IA,13287,248.0,,,,,,-25.0,77.0
IA,13292,211.0,,,,,,14.0,40.0
