ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13238,261.0,30.0,Cro,5.0,1,Beta,9.0,58.0
I,13239,240.0,140.0,Hsx,2.0,1,Alpha,33.0,37.0
I,13241,225.0,70.0,Hsx,1.0,1,Alpha,29.0,22.0
I,13242,218.0,245.0,Esi,14.0,18,Beta-Gamma,10.0,15.0
I,13244,291.0,30.0,Cro,8.0,3,Beta,-22.0,88.0
I,13245,196.0,440.0,Dhi,5.0,11,Beta-Gamma,-23.0,-7.0
I,13246,175.0,50.0,Hax,6.0,1,Alpha,23.0,-28.0
I,13247,162.0,100.0,Cao,4.0,3,Beta,-24.0,-41.0
I,13248,275.0,30.0,Cro,6.0,6,Beta,15.0,72.0
I,13249,142.0,150.0,Hax,2.0,1,Alpha,-12.0,-61.0
IA,13240,252.0,,,,,,-9.0,49.0
