ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13333,313.0,30.0,Cao,5.0,5,Beta,-11.0,71.0
I,13334,282.0,20.0,Bxo,4.0,3,Beta,17.0,40.0
I,13335,284.0,230.0,Esi,11.0,9,Beta,-15.0,44.0
I,13337,266.0,60.0,Dro,5.0,6,Beta,20.0,24.0
I,13338,264.0,30.0,Cso,8.0,4,Beta,11.0,22.0
I,13339,239.0,140.0,Cao,6.0,9,Beta,-20.0,-3.0
I,13340,235.0,130.0,Dsi,10.0,12,Beta,22.0,-7.0
I,13341,207.0,180.0,Cso,6.0,7,Beta,-16.0,-35.0
I,13344,315.0,40.0,Dao,9.0,2,Beta,23.0,73.0
I,13345,209.0,40.0,Cso,5.0,5,Beta,9.0,-33.0
I,13346,234.0,20.0,Bxo,4.0,4,Beta,8.0,-8.0
IA,13336,286.0,,,,,,-19.0,44.0
IA,13343,284.0,,,,,,16.0,42.0
