ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13320,128.0,10.0,Hrx,1.0,1,Alpha,10.0,48.0
I,13321,119.0,200.0,Cso,4.0,3,Beta,-14.0,39.0
I,13323,100.0,150.0,Eai,14.0,30,Beta-Gamma,-8.0,20.0
I,13324,158.0,40.0,Bxo,5.0,2,Beta,15.0,77.0
I,13325,154.0,10.0,Axx,3.0,1,Alpha,12.0,74.0
I,13326,69.0,60.0,Hsx,2.0,1,Alpha,25.0,-11.0
I,13327,51.0,250.0,Eki,11.0,28,Beta-Gamma-Delta,-16.0,-28.0
I,13329,51.0,120.0,Dao,5.0,7,Beta,23.0,-28.0
I,13330,66.0,20.0,Dro,5.0,2,Beta,18.0,-14.0
I,13331,18.0,140.0,Hax,12.0,2,Alpha,-22.0,-62.0
IA,13328,112.0,,,,,,11.0,31.0
