ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13355,114.0,10.0,Axx,1.0,1,Alpha,-14.0,84.0
I,13358,66.0,10.0,Axx,1.0,1,Alpha,-13.0,36.0
I,13359,70.0,30.0,Cro,8.0,8,Beta,-22.0,40.0
I,13360,65.0,20.0,Hrx,2.0,1,Alpha,23.0,35.0
I,13361,42.0,260.0,Ekc,11.0,21,Beta-Delta,24.0,12.0
I,13362,11.0,50.0,Hsx,2.0,2,Alpha,-9.0,-19.0
I,13363,347.0,320.0,Cko,8.0,2,Beta,-21.0,-43.0
I,13364,1.0,10.0,Axx,1.0,1,Alpha,24.0,-29.0
I,13365,65.0,10.0,Bxo,6.0,2,Beta,-36.0,35.0
I,13366,54.0,100.0,Dai,6.0,11,Beta,-10.0,24.0
I,13367,14.0,10.0,Bxo,4.0,7,Beta,10.0,-15.0
IA,13356,110.0,,,,,,-7.0,80.0
IA,13357,93.0,,,,,,-7.0,63.0
