ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13209,226.0,10.0,Bxo,7.0,3,Beta,20.0,1.0
I,13210,281.0,5.0,Axx,1.0,1,Alpha,-14.0,56.0
I,13211,296.0,50.0,Cao,5.0,3,Beta,-16.0,71.0
I,13212,309.0,10.0,Bxo,7.0,3,Beta,-16.0,84.0
I,13213,226.0,80.0,Dai,7.0,9,Beta-Gamma,31.0,1.0
I,13214,206.0,120.0,Dao,6.0,8,Beta,13.0,-19.0
I,13215,182.0,10.0,Axx,2.0,2,Alpha,23.0,-43.0
I,13216,172.0,140.0,Hsx,2.0,1,Alpha,27.0,-53.0
IA,13206,289.0,,,,,,-21.0,64.0
IA,13207,258.0,,,,,,-14.0,33.0
IA,13208,254.0,,,,,,15.0,29.0
