strength,date,Unnamed: 2,filename
1755,2014-00,2014-01-01,AR_LIST_2014.01.01_00:00:00.txt
860,2014-01,2014-01-01,AR_LIST_2014.01.01_00:00:00.txt
1137,2014-00,2014-01-01,AR_LIST_2014.01.01_12:00:00.txt
441,2014-01,2014-01-01,AR_LIST_2014.01.01_12:00:00.txt
1398,2014-01,2014-01-01,AR_LIST_2014.01.01_12:00:00.txt
445,2014-00,2014-01-02,AR_LIST_2014.01.02_00:00:00.txt
340,2014-01,2014-01-02,AR_LIST_2014.01.02_00:00:00.txt
990,2014-01,2014-01-02,AR_LIST_2014.01.02_00:00:00.txt
223,2014-00,2014-01-02,AR_LIST_2014.01.02_12:00:00.txt
364,2014-01,2014-01-02,AR_LIST_2014.01.02_12:00:00.txt
1170,2014-01,2014-01-02,AR_LIST_2014.01.02_12:00:00.txt
92,2014-00,2014-01-03,AR_LIST_2014.01.03_00:00:00.txt
240,2014-01,2014-01-03,AR_LIST_2014.01.03_00:00:00.txt
853,2014-01,2014-01-03,AR_LIST_2014.01.03_00:00:00.txt
234,2014-01,2014-01-03,AR_LIST_2014.01.03_12:00:00.txt
828,2014-01,2014-01-03,AR_LIST_2014.01.03_12:00:00.txt
267,2014-01,2014-01-04,AR_LIST_2014.01.04_00:00:00.txt
616,2014-01,2014-01-04,AR_LIST_2014.01.04_00:00:00.txt
228,2014-01,2014-01-04,AR_LIST_2014.01.04_12:00:00.txt
435,2014-01,2014-01-04,AR_LIST_2014.01.04_12:00:00.txt
209,2014-01,2014-01-05,AR_LIST_2014.01.05_00:00:00.txt
238,2014-01,2014-01-05,AR_LIST_2014.01.05_00:00:00.txt
159,2014-01,2014-01-05,AR_LIST_2014.01.05_12:00:00.txt
88,2014-01,2014-01-05,AR_LIST_2014.01.05_12:00:00.txt
924,2014-02,2014-01-05,AR_LIST_2014.01.05_12:00:00.txt
49,2014-01,2014-01-06,AR_LIST_2014.01.06_00:00:00.txt
3,2014-01,2014-01-06,AR_LIST_2014.01.06_00:00:00.txt
1220,2014-02,2014-01-06,AR_LIST_2014.01.06_00:00:00.txt
4,2014-01,2014-01-06,AR_LIST_2014.01.06_12:00:00.txt
1414,2014-02,2014-01-06,AR_LIST_2014.01.06_12:00:00.txt
1504,2014-02,2014-01-07,AR_LIST_2014.01.07_00:00:00.txt
1806,2014-02,2014-01-07,AR_LIST_2014.01.07_12:00:00.txt
1804,2014-02,2014-01-08,AR_LIST_2014.01.08_00:00:00.txt
747,2014-02,2014-01-08,AR_LIST_2014.01.08_00:00:00.txt
1853,2014-02,2014-01-08,AR_LIST_2014.01.08_12:00:00.txt
984,2014-02,2014-01-08,AR_LIST_2014.01.08_12:00:00.txt
2093,2014-02,2014-01-09,AR_LIST_2014.01.09_00:00:00.txt
1432,2014-02,2014-01-09,AR_LIST_2014.01.09_00:00:00.txt
2227,2014-02,2014-01-09,AR_LIST_2014.01.09_12:00:00.txt
1566,2014-02,2014-01-09,AR_LIST_2014.01.09_12:00:00.txt
2381,2014-02,2014-01-10,AR_LIST_2014.01.10_00:00:00.txt
1950,2014-02,2014-01-10,AR_LIST_2014.01.10_00:00:00.txt
2288,2014-02,2014-01-10,AR_LIST_2014.01.10_12:00:00.txt
2007,2014-02,2014-01-10,AR_LIST_2014.01.10_12:00:00.txt
1981,2014-02,2014-01-11,AR_LIST_2014.01.11_00:00:00.txt
2118,2014-02,2014-01-11,AR_LIST_2014.01.11_00:00:00.txt
1850,2014-02,2014-01-11,AR_LIST_2014.01.11_12:00:00.txt
1931,2014-02,2014-01-11,AR_LIST_2014.01.11_12:00:00.txt
1759,2014-02,2014-01-12,AR_LIST_2014.01.12_00:00:00.txt
1760,2014-02,2014-01-12,AR_LIST_2014.01.12_00:00:00.txt
1670,2014-02,2014-01-12,AR_LIST_2014.01.12_12:00:00.txt
1400,2014-02,2014-01-12,AR_LIST_2014.01.12_12:00:00.txt
1585,2014-02,2014-01-13,AR_LIST_2014.01.13_00:00:00.txt
1217,2014-02,2014-01-13,AR_LIST_2014.01.13_00:00:00.txt
1492,2014-02,2014-01-13,AR_LIST_2014.01.13_12:00:00.txt
956,2014-02,2014-01-13,AR_LIST_2014.01.13_12:00:00.txt
1044,2014-02,2014-01-14,AR_LIST_2014.01.14_00:00:00.txt
817,2014-02,2014-01-14,AR_LIST_2014.01.14_00:00:00.txt
904,2014-02,2014-01-14,AR_LIST_2014.01.14_12:00:00.txt
707,2014-02,2014-01-14,AR_LIST_2014.01.14_12:00:00.txt
533,2014-02,2014-01-15,AR_LIST_2014.01.15_00:00:00.txt
638,2014-02,2014-01-15,AR_LIST_2014.01.15_00:00:00.txt
470,2014-02,2014-01-15,AR_LIST_2014.01.15_12:00:00.txt
546,2014-02,2014-01-15,AR_LIST_2014.01.15_12:00:00.txt
64,2014-02,2014-01-16,AR_LIST_2014.01.16_00:00:00.txt
490,2014-02,2014-01-16,AR_LIST_2014.01.16_00:00:00.txt
477,2014-03,2014-01-16,AR_LIST_2014.01.16_00:00:00.txt
460,2014-02,2014-01-16,AR_LIST_2014.01.16_12:00:00.txt
425,2014-03,2014-01-16,AR_LIST_2014.01.16_12:00:00.txt
475,2014-02,2014-01-17,AR_LIST_2014.01.17_00:00:00.txt
481,2014-03,2014-01-17,AR_LIST_2014.01.17_00:00:00.txt
474,2014-02,2014-01-17,AR_LIST_2014.01.17_12:00:00.txt
295,2014-03,2014-01-17,AR_LIST_2014.01.17_12:00:00.txt
687,2014-04,2014-01-17,AR_LIST_2014.01.17_12:00:00.txt
157,2014-02,2014-01-18,AR_LIST_2014.01.18_00:00:00.txt
369,2014-03,2014-01-18,AR_LIST_2014.01.18_00:00:00.txt
492,2014-04,2014-01-18,AR_LIST_2014.01.18_00:00:00.txt
813,2014-04,2014-01-18,AR_LIST_2014.01.18_00:00:00.txt
467,2014-03,2014-01-18,AR_LIST_2014.01.18_12:00:00.txt
269,2014-03,2014-01-18,AR_LIST_2014.01.18_12:00:00.txt
60,2014-04,2014-01-18,AR_LIST_2014.01.18_12:00:00.txt
2409,2014-04,2014-01-18,AR_LIST_2014.01.18_12:00:00.txt
476,2014-03,2014-01-19,AR_LIST_2014.01.19_00:00:00.txt
284,2014-03,2014-01-19,AR_LIST_2014.01.19_00:00:00.txt
12,2014-04,2014-01-19,AR_LIST_2014.01.19_00:00:00.txt
2606,2014-04,2014-01-19,AR_LIST_2014.01.19_00:00:00.txt
329,2014-03,2014-01-19,AR_LIST_2014.01.19_12:00:00.txt
258,2014-03,2014-01-19,AR_LIST_2014.01.19_12:00:00.txt
11,2014-04,2014-01-19,AR_LIST_2014.01.19_12:00:00.txt
3246,2014-04,2014-01-19,AR_LIST_2014.01.19_12:00:00.txt
39,2014-03,2014-01-20,AR_LIST_2014.01.20_00:00:00.txt
255,2014-03,2014-01-20,AR_LIST_2014.01.20_00:00:00.txt
3277,2014-04,2014-01-20,AR_LIST_2014.01.20_00:00:00.txt
171,2014-03,2014-01-20,AR_LIST_2014.01.20_12:00:00.txt
3643,2014-04,2014-01-20,AR_LIST_2014.01.20_12:00:00.txt
3428,2014-04,2014-01-21,AR_LIST_2014.01.21_00:00:00.txt
4130,2014-04,2014-01-21,AR_LIST_2014.01.21_12:00:00.txt
3736,2014-04,2014-01-22,AR_LIST_2014.01.22_00:00:00.txt
3924,2014-04,2014-01-22,AR_LIST_2014.01.22_12:00:00.txt
3538,2014-04,2014-01-23,AR_LIST_2014.01.23_00:00:00.txt
3521,2014-04,2014-01-23,AR_LIST_2014.01.23_12:00:00.txt
3468,2014-04,2014-01-24,AR_LIST_2014.01.24_00:00:00.txt
3399,2014-04,2014-01-24,AR_LIST_2014.01.24_12:00:00.txt
3480,2014-04,2014-01-25,AR_LIST_2014.01.25_00:00:00.txt
3423,2014-04,2014-01-25,AR_LIST_2014.01.25_12:00:00.txt
3552,2014-04,2014-01-26,AR_LIST_2014.01.26_00:00:00.txt
3335,2014-04,2014-01-26,AR_LIST_2014.01.26_12:00:00.txt
2804,2014-04,2014-01-27,AR_LIST_2014.01.27_00:00:00.txt
1724,2014-04,2014-01-27,AR_LIST_2014.01.27_12:00:00.txt
789,2014-04,2014-01-28,AR_LIST_2014.01.28_00:00:00.txt
315,2014-04,2014-01-28,AR_LIST_2014.01.28_12:00:00.txt
497,2014-06,2014-02-01,AR_LIST_2014.02.01_00:00:00.txt
621,2014-06,2014-02-01,AR_LIST_2014.02.01_12:00:00.txt
472,2014-06,2014-02-01,AR_LIST_2014.02.01_12:00:00.txt
705,2014-06,2014-02-02,AR_LIST_2014.02.02_00:00:00.txt
331,2014-06,2014-02-02,AR_LIST_2014.02.02_00:00:00.txt
636,2014-06,2014-02-02,AR_LIST_2014.02.02_12:00:00.txt
511,2014-06,2014-02-02,AR_LIST_2014.02.02_12:00:00.txt
759,2014-06,2014-02-03,AR_LIST_2014.02.03_00:00:00.txt
378,2014-06,2014-02-03,AR_LIST_2014.02.03_00:00:00.txt
738,2014-06,2014-02-03,AR_LIST_2014.02.03_12:00:00.txt
368,2014-06,2014-02-03,AR_LIST_2014.02.03_12:00:00.txt
683,2014-06,2014-02-04,AR_LIST_2014.02.04_00:00:00.txt
249,2014-06,2014-02-04,AR_LIST_2014.02.04_00:00:00.txt
640,2014-06,2014-02-04,AR_LIST_2014.02.04_12:00:00.txt
247,2014-06,2014-02-04,AR_LIST_2014.02.04_12:00:00.txt
515,2014-06,2014-02-05,AR_LIST_2014.02.05_00:00:00.txt
170,2014-06,2014-02-05,AR_LIST_2014.02.05_00:00:00.txt
325,2014-06,2014-02-05,AR_LIST_2014.02.05_12:00:00.txt
100,2014-06,2014-02-05,AR_LIST_2014.02.05_12:00:00.txt
306,2014-06,2014-02-06,AR_LIST_2014.02.06_00:00:00.txt
56,2014-06,2014-02-06,AR_LIST_2014.02.06_00:00:00.txt
402,2014-06,2014-02-06,AR_LIST_2014.02.06_00:00:00.txt
218,2014-06,2014-02-06,AR_LIST_2014.02.06_12:00:00.txt
596,2014-06,2014-02-06,AR_LIST_2014.02.06_12:00:00.txt
262,2014-06,2014-02-07,AR_LIST_2014.02.07_00:00:00.txt
476,2014-06,2014-02-07,AR_LIST_2014.02.07_00:00:00.txt
