ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11738,87.0,30.0,Hsx,1.0,1.0,Alpha,16.0,-63.0
I,11739,75.0,150.0,Dac,10.0,13.0,Beta,13.0,-75.0
