ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11324,307.0,140.0,Eai,15.0,31,Beta-Gamma,12.0,13.0
I,11325,278.0,150.0,Dso,7.0,11,Beta,16.0,-16.0
I,11327,335.0,200.0,Dso,8.0,5,Beta,-20.0,41.0
I,11330,249.0,560.0,Eko,14.0,13,Beta-Gamma,8.0,-45.0
I,11331,7.0,30.0,Cso,5.0,4,Beta,9.0,73.0
I,11332,217.0,30.0,Hsx,2.0,1,Alpha,32.0,-77.0
IA,11321,10.0,,,,,,-16.0,76.0
IA,11323,333.0,,,,,,25.0,39.0
IA,11326,24.0,,,,,,16.0,90.0
IA,11328,328.0,,,,,,17.0,34.0
IA,11329,17.0,,,,,,-29.0,83.0
