ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11250,209.0,50.0,Cso,2.0,2,Beta,-27.0,61.0
I,11251,169.0,80.0,Hsx,2.0,3,Alpha,16.0,21.0
I,11254,136.0,60.0,Cai,7.0,15,Beta,-22.0,-11.0
I,11255,154.0,20.0,Cro,2.0,5,Beta,18.0,6.0
I,11256,154.0,20.0,Dro,4.0,4,Beta,9.0,6.0
I,11257,217.0,120.0,Dsi,4.0,12,Beta,20.0,69.0
I,11258,185.0,20.0,Cro,3.0,5,Beta,11.0,37.0
I,11259,78.0,30.0,Dao,3.0,1,Beta,26.0,-69.0
IA,11248,234.0,,,,,,20.0,86.0
IA,11252,142.0,,,,,,25.0,-6.0
IA,11253,230.0,,,,,,14.0,82.0
