ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11338,120.0,30.0,Cro,3.0,2,Beta,-13.0,91.0
I,11339,104.0,360.0,Dai,8.0,11,Beta,19.0,75.0
I,11340,73.0,80.0,Hsx,1.0,1,Alpha,-8.0,44.0
I,11341,51.0,80.0,Cso,12.0,7,Beta,10.0,22.0
I,11342,63.0,150.0,Hsx,2.0,1,Alpha,16.0,34.0
I,11343,43.0,120.0,Hsx,2.0,1,Alpha,28.0,14.0
I,11344,102.0,240.0,Esi,11.0,11,Beta,-18.0,73.0
I,11345,83.0,30.0,Cro,8.0,3,Beta,-25.0,54.0
I,11346,331.0,110.0,Cso,12.0,2,Beta,-21.0,-57.0
I,11347,346.0,30.0,Cro,4.0,3,Beta,7.0,-53.0
