ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11346,340.0,40.0,Cso,4.0,5,Beta,-16.0,68.0
I,11352,285.0,70.0,Cso,3.0,4,Beta,-25.0,13.0
I,11353,267.0,10.0,Axx,3.0,1,Alpha,8.0,-5.0
I,11354,267.0,50.0,Cao,4.0,10,Beta,-17.0,-5.0
I,11355,253.0,130.0,Dso,4.0,12,Beta,14.0,-19.0
I,11356,230.0,340.0,Fki,17.0,9,Beta-Gamma,15.0,-42.0
I,11357,313.0,40.0,Cao,6.0,10,Beta,17.0,41.0
I,11358,192.0,50.0,Hsx,1.0,1,Alpha,20.0,-80.0
IA,11347,352.0,,,,,,6.0,80.0
IA,11350,311.0,,,,,,25.0,39.0
IA,11351,331.0,,,,,,-24.0,59.0
