ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11363,108.0,250.0,Hhx,6.0,1,Alpha,-20.0,74.0
I,11364,105.0,50.0,Cso,4.0,2,Beta,18.0,71.0
I,11366,61.0,50.0,Hsx,3.0,1,Alpha,18.0,27.0
I,11367,81.0,10.0,Hsx,2.0,1,Alpha,-18.0,47.0
I,11372,44.0,40.0,Dso,6.0,9,Beta,8.0,10.0
I,11374,353.0,140.0,Hsx,3.0,2,Alpha,-17.0,-41.0
I,11375,355.0,80.0,Cso,7.0,4,Beta,9.0,-39.0
IA,11368,49.0,,,,,,-16.0,15.0
IA,11369,61.0,,,,,,22.0,27.0
IA,11370,79.0,,,,,,-24.0,45.0
IA,11371,63.0,,,,,,9.0,29.0
IA,11373,99.0,,,,,,-31.0,65.0
