ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11362,132.0,180.0,Eso,11.0,3,Beta,6.0,59.0
I,11363,105.0,400.0,Ehi,11.0,12,Beta,-22.0,32.0
I,11364,103.0,60.0,Hsx,2.0,1,Alpha,18.0,30.0
I,11365,121.0,10.0,Axx,1.0,1,Alpha,17.0,48.0
I,11366,60.0,70.0,Cso,5.0,2,Beta,17.0,-13.0
I,11367,76.0,10.0,Bxo,4.0,4,Beta,-26.0,3.0
I,11370,76.0,10.0,Bxo,3.0,6,Beta,-24.0,3.0
I,11371,60.0,10.0,Hrx,0.0,1,Alpha,9.0,-13.0
I,11372,45.0,0.0,Bxo,9.0,2,Beta,10.0,-28.0
IA,11368,47.0,,,,,,-16.0,-27.0
IA,11369,59.0,,,,,,22.0,-15.0
