ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11314,56.0,180.0,Hsx,3.0,1,Alpha,29.0,83.0
I,11316,50.0,10.0,Bxo,5.0,2,Beta,-11.0,77.0
I,11317,38.0,70.0,Hsx,2.0,1,Alpha,-26.0,65.0
I,11319,52.0,330.0,Eho,12.0,7,Beta-Gamma,12.0,79.0
I,11321,7.0,10.0,Hrx,1.0,2,Alpha,-16.0,34.0
I,11324,306.0,290.0,Eac,12.0,34,Beta-Gamma,10.0,-27.0
I,11325,279.0,260.0,Dko,7.0,6,Beta,15.0,-54.0
I,11326,22.0,30.0,Cso,3.0,3,Beta,16.0,48.0
I,11327,336.0,100.0,Dao,6.0,8,Beta,-21.0,3.0
I,11328,325.0,40.0,Dao,4.0,6,Beta,17.0,-7.0
I,11329,15.0,50.0,Cso,3.0,4,Beta,-30.0,42.0
IA,11323,334.0,,,,,,24.0,0.0
