ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11185,30.0,20.0,Hrx,1.0,2,Alpha,16.0,65.0
I,11186,13.0,20.0,Hrx,6.0,6,Alpha,21.0,49.0
I,11190,338.0,240.0,Eki,12.0,37,Beta,13.0,14.0
I,11191,278.0,100.0,Cao,9.0,3,Beta,8.0,-45.0
I,11192,352.0,10.0,Bxo,3.0,2,Beta,10.0,28.0
I,11193,266.0,260.0,Dao,10.0,9,Beta,16.0,-58.0
I,11194,7.0,10.0,Bxo,3.0,2,Beta,-32.0,42.0
IA,11187,354.0,,,,,,-22.0,29.0
IA,11188,55.0,,,,,,-24.0,90.0
IA,11189,38.0,,,,,,21.0,73.0
