ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11346,341.0,50.0,Cso,4.0,3,Beta,-17.0,56.0
I,11352,284.0,70.0,Cso,3.0,3,Beta,-24.0,0.0
I,11353,268.0,20.0,Cro,1.0,3,Beta,7.0,-17.0
I,11354,268.0,80.0,Dso,8.0,7,Beta-Gamma,-16.0,-17.0
I,11355,253.0,140.0,Cao,4.0,5,Beta,15.0,-32.0
I,11356,230.0,400.0,Ehc,11.0,6,Beta,15.0,-55.0
I,11357,315.0,20.0,Cro,7.0,4,Beta,17.0,30.0
IA,11347,350.0,,,,,,6.0,65.0
IA,11350,310.0,,,,,,25.0,25.0
IA,11351,330.0,,,,,,-24.0,45.0
