strength,date,Unnamed: 2,filename
443,2017-07,2017-02-12,AR_LIST_2017.02.12_00:00:00.txt
716,2017-07,2017-02-12,AR_LIST_2017.02.12_12:00:00.txt
463,2017-07,2017-02-12,AR_LIST_2017.02.12_12:00:00.txt
679,2017-07,2017-02-13,AR_LIST_2017.02.13_00:00:00.txt
457,2017-08,2017-02-13,AR_LIST_2017.02.13_00:00:00.txt
648,2017-07,2017-02-13,AR_LIST_2017.02.13_12:00:00.txt
544,2017-07,2017-02-13,AR_LIST_2017.02.13_12:00:00.txt
583,2017-07,2017-02-14,AR_LIST_2017.02.14_00:00:00.txt
520,2017-08,2017-02-14,AR_LIST_2017.02.14_00:00:00.txt
631,2017-07,2017-02-14,AR_LIST_2017.02.14_12:00:00.txt
609,2017-08,2017-02-14,AR_LIST_2017.02.14_12:00:00.txt
530,2017-07,2017-02-15,AR_LIST_2017.02.15_00:00:00.txt
564,2017-08,2017-02-15,AR_LIST_2017.02.15_00:00:00.txt
415,2017-07,2017-02-15,AR_LIST_2017.02.15_12:00:00.txt
504,2017-08,2017-02-15,AR_LIST_2017.02.15_12:00:00.txt
226,2017-07,2017-02-16,AR_LIST_2017.02.16_00:00:00.txt
430,2017-08,2017-02-16,AR_LIST_2017.02.16_00:00:00.txt
91,2017-07,2017-02-16,AR_LIST_2017.02.16_12:00:00.txt
348,2017-08,2017-02-16,AR_LIST_2017.02.16_12:00:00.txt
269,2017-08,2017-02-17,AR_LIST_2017.02.17_00:00:00.txt
189,2017-08,2017-02-17,AR_LIST_2017.02.17_12:00:00.txt
146,2017-08,2017-02-18,AR_LIST_2017.02.18_00:00:00.txt
80,2017-08,2017-02-18,AR_LIST_2017.02.18_12:00:00.txt
93,2017-08,2017-02-19,AR_LIST_2017.02.19_00:00:00.txt
21,2017-08,2017-02-19,AR_LIST_2017.02.19_12:00:00.txt
28,2017-08,2017-02-20,AR_LIST_2017.02.20_00:00:00.txt
510,2017-11,2017-03-12,AR_LIST_2017.03.12_12:00:00.txt
745,2017-11,2017-03-13,AR_LIST_2017.03.13_00:00:00.txt
815,2017-11,2017-03-13,AR_LIST_2017.03.13_12:00:00.txt
530,2017-11,2017-03-14,AR_LIST_2017.03.14_00:00:00.txt
452,2017-11,2017-03-14,AR_LIST_2017.03.14_12:00:00.txt
191,2017-11,2017-03-15,AR_LIST_2017.03.15_00:00:00.txt
108,2017-11,2017-03-15,AR_LIST_2017.03.15_12:00:00.txt
53,2017-11,2017-03-16,AR_LIST_2017.03.16_00:00:00.txt
26,2017-11,2017-03-16,AR_LIST_2017.03.16_12:00:00.txt
477,2017-16,2017-04-09,AR_LIST_2017.04.09_00:00:00.txt
477,2017-16,2017-04-09,AR_LIST_2017.04.09_12:00:00.txt
634,2017-16,2017-04-10,AR_LIST_2017.04.10_00:00:00.txt
671,2017-16,2017-04-10,AR_LIST_2017.04.10_12:00:00.txt
687,2017-16,2017-04-11,AR_LIST_2017.04.11_00:00:00.txt
760,2017-16,2017-04-11,AR_LIST_2017.04.11_12:00:00.txt
815,2017-16,2017-04-12,AR_LIST_2017.04.12_00:00:00.txt
918,2017-16,2017-04-12,AR_LIST_2017.04.12_12:00:00.txt
842,2017-16,2017-04-13,AR_LIST_2017.04.13_00:00:00.txt
995,2017-16,2017-04-13,AR_LIST_2017.04.13_12:00:00.txt
872,2017-16,2017-04-14,AR_LIST_2017.04.14_00:00:00.txt
973,2017-16,2017-04-14,AR_LIST_2017.04.14_12:00:00.txt
409,2017-16,2017-04-14,AR_LIST_2017.04.14_12:00:00.txt
765,2017-16,2017-04-15,AR_LIST_2017.04.15_00:00:00.txt
449,2017-16,2017-04-15,AR_LIST_2017.04.15_00:00:00.txt
953,2017-16,2017-04-15,AR_LIST_2017.04.15_12:00:00.txt
670,2017-16,2017-04-15,AR_LIST_2017.04.15_12:00:00.txt
842,2017-16,2017-04-16,AR_LIST_2017.04.16_00:00:00.txt
715,2017-16,2017-04-16,AR_LIST_2017.04.16_00:00:00.txt
784,2017-16,2017-04-16,AR_LIST_2017.04.16_12:00:00.txt
796,2017-16,2017-04-16,AR_LIST_2017.04.16_12:00:00.txt
644,2017-16,2017-04-17,AR_LIST_2017.04.17_00:00:00.txt
630,2017-16,2017-04-17,AR_LIST_2017.04.17_00:00:00.txt
552,2017-16,2017-04-17,AR_LIST_2017.04.17_12:00:00.txt
656,2017-16,2017-04-17,AR_LIST_2017.04.17_12:00:00.txt
164,2017-16,2017-04-18,AR_LIST_2017.04.18_00:00:00.txt
550,2017-16,2017-04-18,AR_LIST_2017.04.18_00:00:00.txt
592,2017-16,2017-04-18,AR_LIST_2017.04.18_12:00:00.txt
468,2017-16,2017-04-19,AR_LIST_2017.04.19_00:00:00.txt
464,2017-16,2017-04-19,AR_LIST_2017.04.19_12:00:00.txt
242,2017-16,2017-04-20,AR_LIST_2017.04.20_00:00:00.txt
189,2017-16,2017-04-20,AR_LIST_2017.04.20_12:00:00.txt
433,2017-31,2017-07-22,AR_LIST_2017.07.22_12:00:00.txt
494,2017-31,2017-07-23,AR_LIST_2017.07.23_00:00:00.txt
584,2017-31,2017-07-23,AR_LIST_2017.07.23_12:00:00.txt
508,2017-31,2017-07-24,AR_LIST_2017.07.24_00:00:00.txt
553,2017-31,2017-07-24,AR_LIST_2017.07.24_12:00:00.txt
531,2017-31,2017-07-25,AR_LIST_2017.07.25_00:00:00.txt
658,2017-31,2017-07-25,AR_LIST_2017.07.25_12:00:00.txt
615,2017-31,2017-07-26,AR_LIST_2017.07.26_00:00:00.txt
744,2017-31,2017-07-26,AR_LIST_2017.07.26_12:00:00.txt
809,2017-31,2017-07-27,AR_LIST_2017.07.27_00:00:00.txt
826,2017-31,2017-07-27,AR_LIST_2017.07.27_12:00:00.txt
826,2017-31,2017-07-28,AR_LIST_2017.07.28_00:00:00.txt
796,2017-31,2017-07-28,AR_LIST_2017.07.28_12:00:00.txt
810,2017-31,2017-07-29,AR_LIST_2017.07.29_00:00:00.txt
776,2017-31,2017-07-29,AR_LIST_2017.07.29_12:00:00.txt
722,2017-31,2017-07-30,AR_LIST_2017.07.30_00:00:00.txt
561,2017-31,2017-07-30,AR_LIST_2017.07.30_12:00:00.txt
499,2017-31,2017-07-31,AR_LIST_2017.07.31_00:00:00.txt
414,2017-31,2017-07-31,AR_LIST_2017.07.31_12:00:00.txt
294,2017-31,2017-08-01,AR_LIST_2017.08.01_00:00:00.txt
54,2017-31,2017-08-01,AR_LIST_2017.08.01_12:00:00.txt
552,2017-39,2017-09-15,AR_LIST_2017.09.15_00:00:00.txt
585,2017-38,2017-09-15,AR_LIST_2017.09.15_12:00:00.txt
708,2017-39,2017-09-16,AR_LIST_2017.09.16_00:00:00.txt
684,2017-38,2017-09-16,AR_LIST_2017.09.16_12:00:00.txt
863,2017-38,2017-09-16,AR_LIST_2017.09.16_12:00:00.txt
538,2017-38,2017-09-17,AR_LIST_2017.09.17_00:00:00.txt
889,2017-39,2017-09-17,AR_LIST_2017.09.17_00:00:00.txt
639,2017-39,2017-09-17,AR_LIST_2017.09.17_00:00:00.txt
608,2017-38,2017-09-17,AR_LIST_2017.09.17_12:00:00.txt
1202,2017-38,2017-09-17,AR_LIST_2017.09.17_12:00:00.txt
541,2017-39,2017-09-17,AR_LIST_2017.09.17_12:00:00.txt
304,2017-38,2017-09-18,AR_LIST_2017.09.18_00:00:00.txt
1277,2017-38,2017-09-18,AR_LIST_2017.09.18_00:00:00.txt
774,2017-39,2017-09-18,AR_LIST_2017.09.18_00:00:00.txt
371,2017-38,2017-09-18,AR_LIST_2017.09.18_12:00:00.txt
1426,2017-38,2017-09-18,AR_LIST_2017.09.18_12:00:00.txt
633,2017-39,2017-09-18,AR_LIST_2017.09.18_12:00:00.txt
132,2017-38,2017-09-19,AR_LIST_2017.09.19_00:00:00.txt
1353,2017-38,2017-09-19,AR_LIST_2017.09.19_00:00:00.txt
860,2017-39,2017-09-19,AR_LIST_2017.09.19_00:00:00.txt
200,2017-38,2017-09-19,AR_LIST_2017.09.19_12:00:00.txt
1532,2017-38,2017-09-19,AR_LIST_2017.09.19_12:00:00.txt
835,2017-39,2017-09-19,AR_LIST_2017.09.19_12:00:00.txt
110,2017-38,2017-09-20,AR_LIST_2017.09.20_00:00:00.txt
1267,2017-38,2017-09-20,AR_LIST_2017.09.20_00:00:00.txt
884,2017-39,2017-09-20,AR_LIST_2017.09.20_00:00:00.txt
35,2017-38,2017-09-20,AR_LIST_2017.09.20_12:00:00.txt
1297,2017-38,2017-09-20,AR_LIST_2017.09.20_12:00:00.txt
820,2017-39,2017-09-20,AR_LIST_2017.09.20_12:00:00.txt
926,2017-38,2017-09-21,AR_LIST_2017.09.21_00:00:00.txt
756,2017-39,2017-09-21,AR_LIST_2017.09.21_00:00:00.txt
957,2017-38,2017-09-21,AR_LIST_2017.09.21_12:00:00.txt
679,2017-39,2017-09-21,AR_LIST_2017.09.21_12:00:00.txt
717,2017-38,2017-09-22,AR_LIST_2017.09.22_00:00:00.txt
526,2017-39,2017-09-22,AR_LIST_2017.09.22_00:00:00.txt
683,2017-38,2017-09-22,AR_LIST_2017.09.22_12:00:00.txt
375,2017-39,2017-09-22,AR_LIST_2017.09.22_12:00:00.txt
481,2017-38,2017-09-23,AR_LIST_2017.09.23_00:00:00.txt
258,2017-39,2017-09-23,AR_LIST_2017.09.23_00:00:00.txt
472,2017-38,2017-09-23,AR_LIST_2017.09.23_12:00:00.txt
162,2017-39,2017-09-23,AR_LIST_2017.09.23_12:00:00.txt
76,2017-39,2017-09-24,AR_LIST_2017.09.24_00:00:00.txt
60,2017-39,2017-09-24,AR_LIST_2017.09.24_00:00:00.txt
57,2017-39,2017-09-24,AR_LIST_2017.09.24_12:00:00.txt
424,2017-43,2017-10-17,AR_LIST_2017.10.17_00:00:00.txt
428,2017-42,2017-10-17,AR_LIST_2017.10.17_12:00:00.txt
395,2017-43,2017-10-18,AR_LIST_2017.10.18_00:00:00.txt
274,2017-42,2017-10-18,AR_LIST_2017.10.18_12:00:00.txt
238,2017-43,2017-10-19,AR_LIST_2017.10.19_00:00:00.txt
188,2017-42,2017-10-19,AR_LIST_2017.10.19_12:00:00.txt
112,2017-43,2017-10-20,AR_LIST_2017.10.20_00:00:00.txt
24,2017-42,2017-10-20,AR_LIST_2017.10.20_12:00:00.txt
6,2017-43,2017-10-21,AR_LIST_2017.10.21_00:00:00.txt
