ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13239,233.0,70.0,Hsx,2.0,1,Alpha,32.0,70.0
I,13241,224.0,30.0,Hsx,1.0,1,Alpha,28.0,61.0
I,13242,224.0,100.0,Hsx,2.0,1,Alpha,10.0,57.0
I,13245,194.0,220.0,Cso,4.0,7,Beta,-23.0,31.0
I,13246,176.0,30.0,Hsx,2.0,2,Alpha,24.0,13.0
I,13247,160.0,70.0,Cso,4.0,4,Beta,-23.0,-3.0
I,13249,142.0,60.0,Hsx,1.0,1,Alpha,-11.0,-21.0
I,13250,144.0,70.0,Cao,4.0,7,Beta,-20.0,-19.0
I,13251,121.0,50.0,Hsx,2.0,1,Alpha,-13.0,-42.0
I,13252,116.0,20.0,Hsx,1.0,1,Alpha,13.0,-47.0
