ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13207,257.0,10.0,Bxo,2.0,3,Beta,-14.0,19.0
I,13209,226.0,30.0,Cro,7.0,7,Beta,18.0,-12.0
I,13210,281.0,10.0,Axx,1.0,1,Alpha,-15.0,43.0
I,13211,295.0,100.0,Dao,5.0,7,Beta,-17.0,57.0
I,13212,308.0,20.0,Cro,4.0,5,Beta,-17.0,70.0
I,13213,225.0,10.0,Cri,3.0,15,Beta-Gamma,29.0,-13.0
I,13214,205.0,30.0,Dao,5.0,7,Beta,10.0,-33.0
I,13215,181.0,10.0,Bxo,3.0,3,Beta,21.0,-57.0
I,13216,171.0,40.0,Hsx,3.0,1,Alpha,24.0,-67.0
IA,13206,288.0,,,,,,-21.0,50.0
IA,13208,253.0,,,,,,15.0,15.0
