ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13360,62.0,10.0,Bxo,5.0,5,Beta,25.0,72.0
I,13361,42.0,250.0,Dhi,10.0,20,Beta-Gamma,25.0,51.0
I,13362,11.0,30.0,Hsx,1.0,1,Alpha,-8.0,20.0
I,13363,346.0,780.0,Cko,7.0,21,Beta,-21.0,-5.0
I,13364,3.0,10.0,Axx,0.0,1,Alpha,25.0,12.0
I,13366,58.0,120.0,Cso,10.0,7,Beta,-11.0,67.0
I,13367,18.0,160.0,Dsi,10.0,22,Beta-Gamma,10.0,27.0
I,13368,53.0,100.0,Dao,7.0,14,Beta,-17.0,64.0
I,13369,42.0,60.0,Cso,5.0,4,Beta,-18.0,51.0
I,13370,304.0,50.0,Dao,7.0,8,Beta,-14.0,-47.0
I,13371,292.0,20.0,Hax,1.0,1,Alpha,-15.0,-59.0
I,13372,276.0,270.0,Hkx,2.0,3,Alpha,22.0,-75.0
IA,13359,73.0,,,,,,-21.0,82.0
IA,13365,68.0,,,,,,-36.0,77.0
