ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13213,228.0,290.0,Ekc,13.0,18,Beta-Delta,30.0,28.0
I,13214,205.0,280.0,Dho,9.0,13,Beta,11.0,7.0
I,13215,179.0,20.0,Cro,5.0,3,Beta,22.0,-16.0
I,13216,167.0,150.0,Dao,7.0,5,Beta,25.0,-31.0
I,13217,135.0,260.0,Dkc,10.0,9,Beta,-10.0,-63.0
I,13218,149.0,20.0,Cro,5.0,3,Beta,12.0,-49.0
I,13219,144.0,10.0,Bxo,3.0,5,Beta,-17.0,-54.0
I,13220,121.0,80.0,Dso,6.0,2,Beta,-15.0,-77.0
I,13221,123.0,80.0,Hax,8.0,2,Alpha,14.0,-75.0
IA,13207,259.0,,,,,,-13.0,61.0
IA,13208,255.0,,,,,,15.0,57.0
IA,13209,226.0,,,,,,20.0,29.0
IA,13210,282.0,,,,,,-14.0,84.0
