ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13220,122.0,100.0,Hsx,2.0,1,Alpha,-12.0,83.0
I,13226,116.0,210.0,Hax,3.0,2,Alpha,11.0,74.0
I,13229,31.0,240.0,Esi,12.0,18,Beta-Gamma,25.0,-7.0
I,13230,9.0,100.0,Dso,4.0,3,Beta,-23.0,-30.0
I,13231,104.0,30.0,Dro,9.0,7,Beta,20.0,65.0
I,13233,53.0,0.0,Axx,0.0,1,Alpha,14.0,14.0
I,13234,340.0,80.0,Dao,10.0,4,Beta,24.0,-60.0
IA,13221,129.0,,,,,,19.0,89.0
IA,13224,130.0,,,,,,22.0,90.0
IA,13227,115.0,,,,,,-3.0,75.0
