ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13216,165.0,110.0,Hsx,2.0,1,Alpha,23.0,72.0
I,13217,140.0,150.0,Cso,6.0,3,Beta,-11.0,47.0
I,13220,122.0,140.0,Hsx,2.0,1,Alpha,-14.0,29.0
I,13225,152.0,70.0,Dao,6.0,3,Beta,-21.0,59.0
I,13226,112.0,390.0,Ehi,11.0,12,Beta,10.0,19.0
I,13229,35.0,400.0,Dko,7.0,6,Beta,25.0,-58.0
IA,13218,159.0,,,,,,11.0,66.0
IA,13219,148.0,,,,,,-6.0,55.0
IA,13221,125.0,,,,,,19.0,33.0
IA,13223,148.0,,,,,,17.0,55.0
IA,13224,126.0,,,,,,22.0,34.0
IA,13227,108.0,,,,,,-3.0,15.0
IA,13228,135.0,,,,,,-24.0,42.0
