ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13251,120.0,30.0,Hsx,1.0,1,Alpha,-13.0,62.0
I,13256,4.0,270.0,Eko,15.0,3,Beta,-22.0,-54.0
I,13257,350.0,120.0,Hax,4.0,2,Alpha,-27.0,-68.0
I,13258,26.0,10.0,Axx,1.0,2,Alpha,18.0,-32.0
I,13259,351.0,20.0,Bxo,4.0,4,Beta,-16.0,-69.0
I,13260,348.0,60.0,Hsx,2.0,1,Alpha,22.0,-70.0
IA,13249,143.0,,,,,,-11.0,85.0
IA,13250,147.0,,,,,,-18.0,89.0
IA,13252,121.0,,,,,,13.0,63.0
IA,13255,90.0,,,,,,-5.0,32.0
