ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13182,230.0,0.0,Axx,0.0,1,Alpha,-17.0,89.0
I,13184,179.0,190.0,Hsx,7.0,5,Alpha,-13.0,38.0
I,13186,170.0,430.0,Eho,13.0,11,Beta,25.0,29.0
I,13188,146.0,10.0,Bxo,7.0,7,Beta,-24.0,5.0
I,13190,121.0,900.0,Eki,14.0,20,Beta-Gamma,-14.0,-20.0
I,13191,133.0,320.0,Dsi,9.0,13,Beta,11.0,-8.0
I,13192,115.0,380.0,Fki,17.0,13,Beta,19.0,-26.0
I,13193,200.0,30.0,Cro,4.0,3,Beta,-21.0,59.0
I,13194,131.0,0.0,Bxo,6.0,4,Beta,-23.0,-10.0
I,13195,137.0,30.0,Dro,5.0,8,Beta,11.0,-4.0
IA,13187,221.0,,,,,,16.0,80.0
IA,13189,228.0,,,,,,23.0,87.0
