ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13329,52.0,40.0,Hsx,2.0,1,Alpha,24.0,78.0
I,13331,15.0,50.0,Hax,2.0,2,Alpha,-23.0,40.0
I,13333,313.0,130.0,Dai,9.0,7,Beta,-11.0,-22.0
I,13334,288.0,10.0,Axx,1.0,1,Alpha,17.0,-47.0
I,13335,284.0,150.0,Eso,11.0,9,Beta,-15.0,-51.0
I,13336,281.0,130.0,Dao,9.0,9,Beta,-21.0,-54.0
I,13337,266.0,10.0,Axx,1.0,1,Alpha,17.0,-69.0
I,13338,262.0,20.0,Cao,8.0,2,Beta,11.0,-73.0
IA,13327,54.0,,,,,,-17.0,79.0
IA,13332,6.0,,,,,,-10.0,31.0
