ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13313,251.0,30.0,Hsx,0.0,1,Alpha,21.0,79.0
I,13315,231.0,510.0,Dko,9.0,13,Beta-Delta,-17.0,58.0
I,13316,206.0,10.0,Axx,0.0,1,Alpha,7.0,34.0
I,13317,238.0,30.0,Cro,3.0,2,Beta,27.0,65.0
I,13318,231.0,120.0,Dso,6.0,2,Beta,24.0,58.0
I,13319,199.0,300.0,Dhi,10.0,19,Beta-Gamma-Delta,-19.0,27.0
I,13320,126.0,120.0,Cso,4.0,2,Beta,10.0,-46.0
I,13321,120.0,260.0,Hhx,5.0,3,Alpha,-15.0,-52.0
I,13322,225.0,10.0,Bxo,2.0,1,Beta,17.0,52.0
I,13323,104.0,200.0,Dao,2.0,3,Beta,-5.0,-68.0
IA,13312,261.0,,,,,,-25.0,88.0
