ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13239,243.0,70.0,Hsx,2.0,1,Alpha,32.0,57.0
I,13241,224.0,30.0,Hax,1.0,1,Alpha,28.0,48.0
I,13242,220.0,110.0,Cso,10.0,7,Beta,10.0,44.0
I,13245,194.0,220.0,Csi,4.0,9,Beta,-23.0,18.0
I,13246,176.0,50.0,Cao,2.0,3,Beta,25.0,0.0
I,13247,160.0,70.0,Cso,7.0,6,Beta,-23.0,-16.0
I,13249,142.0,70.0,Hsx,2.0,1,Alpha,-11.0,-34.0
I,13250,144.0,10.0,Bxo,4.0,5,Beta,-20.0,-32.0
I,13251,121.0,50.0,Hsx,3.0,1,Alpha,-13.0,-55.0
I,13252,116.0,20.0,Hsx,1.0,1,Alpha,16.0,-60.0
IA,13240,253.0,,,,,,-9.0,77.0
