ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13310,281.0,210.0,Hax,3.0,1,Alpha,-20.0,82.0
I,13311,268.0,100.0,Cao,12.0,6,Beta,18.0,69.0
I,13313,253.0,60.0,Hsx,2.0,1,Alpha,23.0,54.0
I,13314,283.0,90.0,Hax,2.0,1,Alpha,14.0,84.0
I,13315,233.0,630.0,Ekc,11.0,22,Beta-Gamma,-16.0,34.0
I,13316,203.0,30.0,Bxo,5.0,4,Beta,9.0,4.0
I,13317,240.0,40.0,Dao,3.0,5,Beta,26.0,41.0
I,13318,232.0,120.0,Dao,4.0,7,Beta,25.0,33.0
I,13319,200.0,10.0,Bxo,5.0,5,Beta,-19.0,1.0
I,13320,127.0,30.0,Hrx,1.0,1,Alpha,-11.0,-72.0
IA,13312,260.0,,,,,,-25.0,60.0
