ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13272,102.0,30.0,Cro,11.0,6,Beta,-23.0,41.0
I,13273,117.0,20.0,Hrx,1.0,1,Alpha,9.0,56.0
I,13275,65.0,20.0,Hax,1.0,1,Alpha,19.0,4.0
I,13276,53.0,10.0,Bxo,1.0,2,Beta,-22.0,-8.0
I,13279,38.0,140.0,Cai,14.0,18,Beta,-20.0,-24.0
I,13280,117.0,240.0,Dsi,9.0,14,Beta-Gamma,-8.0,56.0
I,13281,17.0,310.0,Dko,12.0,12,Beta-Gamma,-24.0,-44.0
I,13282,23.0,400.0,Dki,10.0,17,Beta,11.0,-38.0
IA,13274,135.0,,,,,,-7.0,73.0
IA,13277,94.0,,,,,,10.0,32.0
IA,13278,134.0,,,,,,12.0,72.0
