ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13301,36.0,5.0,Axx,1.0,3,Alpha,14.0,51.0
I,13302,32.0,30.0,Hsx,1.0,1,Alpha,18.0,47.0
I,13305,28.0,100.0,Dsi,9.0,12,Beta-Gamma,12.0,43.0
I,13307,355.0,10.0,Bxo,3.0,5,Beta,-8.0,10.0
I,13308,13.0,60.0,Cao,5.0,8,Beta,12.0,28.0
I,13309,49.0,10.0,Axx,1.0,1,Alpha,-19.0,64.0
I,13310,286.0,250.0,Dho,5.0,5,Beta,-20.0,-59.0
I,13311,269.0,110.0,Dao,10.0,6,Beta,18.0,-76.0
IA,13303,54.0,,,,,,-10.0,69.0
IA,13304,60.0,,,,,,20.0,75.0
