ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13302,30.0,50.0,Hsx,2.0,1,Alpha,18.0,58.0
I,13305,29.0,240.0,Dai,10.0,18,Beta,12.0,57.0
I,13307,352.0,10.0,Axx,1.0,1,Alpha,-9.0,20.0
I,13308,13.0,70.0,Cao,6.0,15,Beta,12.0,41.0
I,13309,49.0,10.0,Bxo,3.0,3,Beta,-18.0,77.0
I,13310,284.0,320.0,Cko,7.0,8,Beta,-20.0,-48.0
I,13311,272.0,330.0,Ekc,13.0,12,Beta-Delta,17.0,-60.0
I,13312,262.0,40.0,Cro,5.0,6,Beta,-25.0,-70.0
I,13313,257.0,30.0,Hsx,2.0,1,Alpha,22.0,-75.0
IA,13301,37.0,,,,,,14.0,65.0
IA,13303,55.0,,,,,,-10.0,83.0
IA,13304,61.0,,,,,,20.0,89.0
